ACTIVITYID,AGREEDBILLRATE,AGREEDPAYRATE,BILLFREQUENCY,BILLRATECURRENCY,CANDIDATEID,COMPANYID,CONTACTID,CORPTOCORP,CURRENCY,DATECREATED,DATEUPDATED,DATEUSERFIELDUPDATED,ENDDATE,FEE,FEE_PERCENT,FEE_TYPE,HIREFLAG,INTERVIEWDATE,INTERVIEWFLAG,INTERVIEW_TIMEZONEID,JOBID,LineofBusiness,Location,PAYFREQUENCY,POSITIONTYPE,PRIMARYSALESID,REJECTDATE,REJECTFLAG,REJECTREASON,ROLEID,STARTDATE,SUBMITTALDATE,SUBMITTALFLAG,StartExclude,TERMINATIONDATE,TERMINATIONREASON,TermExcludeDate,UPDATEDBY_USERID,USERID,VMSStatus,VendorClassification,api_fromDate,api_toDate
28623895,88.5,60,Hourly,USD,2656431649870,7920646,21009692,0,USD,2020-08-26 13:16:07.0,2020-11-18 14:13:23.0,2020-09-16 18:27:42.0,2021-01-08 20:00:00.0,,,,1,2020-08-28 15:00:00.0,1,America/Chicago,13716807,IT,Austin,Hourly,Contract,1406154,,0,,0,2020-09-14 09:00:00.0,,0,,2020-11-17 00:00:00.0,Eligible for Redeployment,,1096112,1095632,,,2020-11-18,2020-11-19
28788370,30,20,Hourly,USD,11317965296715,2198273,15552970,0,USD,2020-09-16 16:11:28.0,2020-11-19 15:32:14.0,2020-11-19 15:32:14.0,2020-12-11 20:00:00.0,,,,1,2020-11-13 15:30:00.0,1,America/Los_Angeles,13840285,IT,HB-CA,Hourly,Contract,1095841,,0,,1,2020-11-30 09:00:00.0,2020-09-16 16:10:00.0,1,,,,,1459897,1422281,,,2020-11-18,2020-11-19
29333077,,,,,5178904266809,2192962,32693992,,,2020-11-18 13:44:32.0,2020-11-18 13:45:30.0,2020-11-18 13:44:33.0,,,,,0,,0,,13827716,,,,Contract,1096061,,0,,0,,2020-11-18 13:44:00.0,1,,,,,1095632,1095632,,,2020-11-18,2020-11-19
28823512,,,,,11932953699748,2198273,25725531,,,2020-09-21 16:16:51.0,2020-11-19 00:41:38.0,2020-11-19 00:41:36.0,,,,,0,2020-11-20 11:30:00.0,1,America/Los_Angeles,13839552,,,,Contract,1095841,,0,,1,,2020-09-21 16:16:00.0,1,,,,,1443218,1443218,,,2020-11-18,2020-11-19
29351528,,,,,12227534362230,2198273,25725531,,,2020-11-19 20:08:44.0,2020-11-19 20:09:39.0,2020-11-19 20:08:45.0,,,,,0,,0,,14091086,,,,Contract,1095841,,0,,0,,2020-11-19 20:07:00.0,1,,,,,1095849,1095849,,,2020-11-18,2020-11-19
28976901,80,53,Hourly,USD,9806396379598,2198273,15552970,0,USD,2020-10-08 17:28:33.0,2020-11-18 11:55:19.0,2020-11-18 11:55:19.0,2021-03-31 20:00:00.0,,,,1,2020-10-23 16:30:00.0,1,America/Los_Angeles,13929880,IT,HB-CA,Hourly,Contract,1095841,,0,,0,2020-11-16 09:00:00.0,2020-10-08 17:27:00.0,1,,,,,1096112,1409440,,,2020-11-18,2020-11-19
29089456,106.88,75,Hourly,USD,5701980259315,7916697,32731841,1,USD,2020-10-22 09:23:35.0,2020-11-18 15:21:51.0,2020-11-16 14:27:50.0,2021-11-08 20:00:00.0,,,,1,2020-10-23 14:00:00.0,1,America/Chicago,13976928,IT,HOUST,Hourly,Contract,1446533,,0,,0,2020-11-17 09:00:00.0,2020-10-22 09:22:00.0,1,,,,,1096112,1445402,,,2020-11-18,2020-11-19
28915686,105,75,Hourly,USD,1794069487570,6901529,31991410,0,USD,2020-10-01 14:04:02.0,2020-11-18 15:16:38.0,2020-11-12 13:53:41.0,2021-04-30 20:00:00.0,,,,1,,0,,13904002,IT,ATL,Hourly,Contract,1104736,,0,,0,2020-11-03 09:00:00.0,2020-10-01 14:02:00.0,1,,,,,1096112,1104736,,Independent Contractor,2020-11-18,2020-11-19
28999648,109.96,80,Hourly,USD,2305149,2369151,15753508,0,USD,2020-10-12 17:33:27.0,2020-11-19 12:17:33.0,2020-11-19 12:17:33.0,2021-12-14 20:00:00.0,,,,1,2020-11-06 15:00:00.0,1,America/New_York,13941648,IT,ATL,Hourly,Contract,1104736,,0,,1,2020-12-14 09:00:00.0,2020-10-12 17:33:00.0,1,,,,,1408252,1108886,,,2020-11-18,2020-11-19
29331584,,,,,2225691513939,2193702,28622801,,,2020-11-18 12:07:00.0,2020-11-18 12:07:49.0,2020-11-18 12:07:02.0,,,,,0,2020-11-19 15:00:00.0,1,America/Chicago,13989797,,,,Direct Placement,1096061,,0,,0,,,0,,,,,1424008,1424008,,,2020-11-18,2020-11-19
29069962,94,65,Hourly,USD,8960640769062,2198273,30843332,0,USD,2020-10-20 15:35:50.0,2020-11-19 18:25:58.0,2020-11-19 18:25:58.0,2021-05-14 20:00:00.0,,,,1,2020-10-21 12:30:00.0,1,America/Los_Angeles,13924287,IT,HB-CA,Hourly,Contract,1095841,,0,,0,2020-11-16 09:00:00.0,,0,,,,,1459897,1169137,,,2020-11-18,2020-11-19
29097042,106.88,75,Hourly,USD,5993788912782,7916697,32731841,0,USD,2020-10-22 17:44:18.0,2020-11-19 13:00:37.0,2020-11-19 13:00:37.0,2021-11-08 20:00:00.0,,,,1,2020-10-23 09:30:00.0,1,America/Chicago,13976928,IT,HOUST,Hourly,Contract,1446533,,0,,0,2020-11-16 09:00:00.0,,0,,,,,1096112,1251538,,,2020-11-18,2020-11-19
29137661,46,21.63,Hourly,USD,8949222118650,2347051,28388561,0,USD,2020-10-28 11:54:39.0,2020-11-18 15:28:47.0,2020-11-18 15:27:58.0,2022-05-22 20:00:00.0,,,,1,2020-10-29 12:00:00.0,1,America/Chicago,14001059,T-PATH,HOUST,Yearly,Contract,1418854,,0,,1,2020-11-17 09:00:00.0,2020-10-28 11:54:00.0,1,,,,,1096112,1445279,,,2020-11-18,2020-11-19
29113494,130,85,Hourly,USD,5127894777319,2719141,27287370,0,USD,2020-10-26 10:26:51.0,2020-11-19 19:08:34.0,2020-11-19 19:08:34.0,2021-01-29 20:00:00.0,,,,1,,0,,13992611,IT,HOUST,Hourly,Contract,1446533,,0,,0,2020-11-16 09:00:00.0,2020-10-26 10:25:00.0,1,,,,,1406388,1445402,,,2020-11-18,2020-11-19
29113894,81.4,55,Hourly,USD,11586135739587,2347051,11434789,0,USD,2020-10-26 11:02:16.0,2020-11-18 14:48:46.0,2020-11-10 15:13:35.0,2021-12-27 20:00:00.0,,,,1,2020-10-28 14:00:00.0,1,America/Chicago,13885820,IT,HOUST,Hourly,Contract,1418854,,0,,1,2020-11-23 09:00:00.0,,0,,,,,1096112,1380008,,,2020-11-18,2020-11-19
29210947,,,,,1993383379374,7762355,31182713,,,2020-11-05 16:05:05.0,2020-11-19 17:45:24.0,2020-11-05 16:05:07.0,,,,,0,2020-11-23 10:30:00.0,1,America/Chicago,14024839,,,,Right to Hire,1455993,,0,,0,,2020-11-05 16:04:00.0,1,,,,,1457446,1457446,,,2020-11-18,2020-11-19
29150454,,,,,1267485132245,2189039,26872357,,,2020-10-29 12:18:48.0,2020-11-18 14:39:06.0,2020-10-29 12:18:50.0,,,,,0,2020-12-02 14:00:00.0,1,America/Chicago,14006263,,,,Contract,1418854,,0,,1,,2020-10-29 12:18:00.0,1,,,,,1457446,1457446,,,2020-11-18,2020-11-19
29081608,119,86.75,Hourly,USD,2226773774291,6555798,20650370,0,USD,2020-10-21 14:52:15.0,2020-11-19 15:18:53.0,2020-11-19 15:18:53.0,2021-05-07 20:00:00.0,,,,1,2020-10-29 11:00:00.0,1,America/Chicago,13818944,IT,HOUST,Hourly,Contract,1096061,,0,,0,2020-11-04 09:00:00.0,2020-10-21 14:50:00.0,1,,,,,1406388,1095632,,,2020-11-18,2020-11-19
29151610,73,49,Hourly,USD,12069726542737,2198273,25725531,0,USD,2020-10-29 13:42:59.0,2020-11-19 13:40:42.0,2020-11-19 13:40:42.0,2021-08-13 20:00:00.0,,,,1,2020-11-10 10:00:00.0,1,America/Los_Angeles,14010571,IT,HB-CA,Hourly,Contract,1095841,,0,,1,2020-11-20 09:00:00.0,2020-10-29 13:42:00.0,1,,,,,1096112,1443218,,,2020-11-18,2020-11-19
29152657,,,,,5620101575087,7257703,27157335,,,2020-10-29 14:46:25.0,2020-11-19 14:16:51.0,2020-11-19 14:16:51.0,,,,,0,2020-11-24 12:00:00.0,1,America/Los_Angeles,14007552,,,,Contract,1095869,,0,,0,,2020-10-29 14:44:00.0,1,,,,,1095849,1095849,,,2020-11-18,2020-11-19
29154289,,,,,2430588,7871993,33003877,,,2020-10-29 16:22:46.0,2020-11-19 15:59:57.0,2020-11-12 10:33:40.0,,,,,0,2020-11-20 15:00:00.0,1,America/Chicago,14010457,,,,Direct Placement,1441704,,0,,0,,2020-10-29 16:22:00.0,1,,,,,1419821,1419821,,,2020-11-18,2020-11-19
29218001,,,,,600019282661,4842600,33023987,,,2020-11-06 11:05:58.0,2020-11-18 15:04:05.0,2020-11-11 17:00:19.0,,,,,0,2020-11-19 11:00:00.0,1,America/Chicago,14016039,,,,Direct Placement,1446533,,0,,1,,2020-11-06 11:04:00.0,1,,,,,1440874,1440874,,,2020-11-18,2020-11-19
29240078,,,,,8589004293729,2369151,32988190,,,2020-11-10 10:53:17.0,2020-11-18 11:29:34.0,2020-11-10 10:53:20.0,,,,,0,2020-11-20 12:00:00.0,1,America/New_York,14056984,,,,Contract,1104736,,0,,0,,2020-11-10 10:53:00.0,1,,,,,1108886,1108886,,,2020-11-18,2020-11-19
29125482,79,64,Hourly,USD,1743950,2488954,18635141,1,USD,2020-10-27 11:49:40.0,2020-11-19 13:33:55.0,2020-11-19 13:33:55.0,2021-01-30 20:00:00.0,,,,1,2020-10-28 17:00:00.0,1,America/Chicago,13974716,IT,HOUST,Yearly,Contract,1441704,,0,,0,2020-11-23 09:00:00.0,,0,,,,,1406388,1419821,,Independent Contractor,2020-11-18,2020-11-19
29189796,,,,,8738045855142,2198273,15552970,,,2020-11-03 17:36:58.0,2020-11-18 16:59:30.0,2020-11-03 17:37:00.0,,,,,0,2020-11-23 12:00:00.0,1,America/Chicago,14029836,,,,Contract,1095841,,0,,1,,2020-11-03 17:35:00.0,1,,,,,1470052,1470052,,,2020-11-18,2020-11-19
29224105,55,37,Hourly,USD,6867394651419,2197202,32472415,0,USD,2020-11-06 17:49:15.0,2020-11-19 18:41:28.0,2020-11-19 18:41:23.0,2021-06-08 20:00:00.0,,,,1,2020-11-16 18:30:00.0,1,America/Los_Angeles,14013061,IT,HB-CA,Hourly,Right to Hire,1416848,,0,,0,2020-12-08 09:00:00.0,2020-11-06 17:48:00.0,1,,,,,1459897,1456117,,,2020-11-18,2020-11-19
29160169,110,70,Hourly,USD,2443842329912,2719141,27287370,0,USD,2020-10-30 09:33:18.0,2020-11-19 13:02:14.0,2020-11-19 13:02:14.0,2021-01-25 20:00:00.0,,,,1,,0,,14014515,IT,HOUST,Hourly,Contract,1446533,,0,,0,2020-11-23 09:00:00.0,2020-10-30 09:32:00.0,1,,,,,1406388,1440874,,,2020-11-18,2020-11-19
29162604,25.5,17.25,Hourly,USD,12012633550278,2347051,22036390,0,USD,2020-10-30 12:53:56.0,2020-11-19 14:34:44.0,2020-11-19 14:34:44.0,2021-05-07 20:00:00.0,,,,1,,0,,13999687,IT,HOUST,Hourly,Contract,1418854,,0,,1,2020-12-07 09:00:00.0,2020-10-30 12:53:00.0,1,,,,,1406388,1440691,,,2020-11-18,2020-11-19
29163751,84.5,65,Hourly,USD,3268859933741,6555798,20650370,0,USD,2020-10-30 14:20:14.0,2020-11-19 19:16:10.0,2020-11-19 19:16:10.0,2021-06-25 20:00:00.0,,,,1,2020-11-04 11:00:00.0,1,America/Chicago,13979328,IT,HOUST,Hourly,Contract,1096061,,0,,0,2020-11-16 09:00:00.0,2020-10-30 14:19:00.0,1,,,,,1459897,1424112,,,2020-11-18,2020-11-19
29332324,,,,,1047054491403,6389111,31425746,,,2020-11-18 12:54:49.0,2020-11-18 12:55:21.0,2020-11-18 12:54:50.0,,,,,0,,0,,14082955,,,,Right to Hire,1096061,,0,,0,,2020-11-18 12:53:00.0,1,,,,,1380008,1380008,,,2020-11-18,2020-11-19
29194899,95,65,Hourly,USD,3772248516397,6901529,31118338,0,USD,2020-11-04 10:52:48.0,2020-11-19 17:42:08.0,2020-11-19 17:41:42.0,2021-05-31 20:00:00.0,,,,1,2020-11-17 14:30:00.0,1,America/Chicago,13999098,IT,ATL,Hourly,Contract,1104736,,0,,0,2020-12-07 09:00:00.0,2020-11-04 10:51:00.0,1,,,,,1408252,1460745,,,2020-11-18,2020-11-19
29277936,84.5,65,Hourly,USD,5347796934002,2193702,31427484,0,USD,2020-11-11 09:38:53.0,2020-11-19 14:19:11.0,2020-11-19 14:19:11.0,2021-02-26 20:00:00.0,,,,1,,0,,14022098,IT,HOUST,Hourly,Contract,1096061,,0,,0,2020-11-30 09:00:00.0,2020-11-11 09:38:00.0,1,,,,,1406388,1095632,,,2020-11-18,2020-11-19
29309503,16.32,12.75,Hourly,USD,10228162211956,6326134,30839869,0,USD,2020-11-16 12:29:33.0,2020-11-18 13:40:08.0,2020-11-18 13:40:08.0,2021-01-22 20:00:00.0,,,,1,,0,,14087340,IT,R-NY,Hourly,Contract,1095672,,0,,0,2020-12-14 09:00:00.0,2020-11-16 12:29:00.0,1,,,,,1096112,1403411,,,2020-11-18,2020-11-19
29308413,,,,,6958468047548,2369151,28156713,,,2020-11-16 10:52:48.0,2020-11-19 13:59:11.0,2020-11-16 10:52:50.0,,,,,0,,0,,14089824,,,,Direct Placement,1104736,,0,,0,,2020-11-16 10:51:00.0,1,,,,,1251538,1251538,,,2020-11-18,2020-11-19
29310985,85,65,Hourly,USD,12125706462862,2189083,10481401,1,USD,2020-11-16 14:20:58.0,2020-11-19 18:11:54.0,2020-11-19 18:11:50.0,2021-06-04 20:00:00.0,,,,1,2020-11-16 15:30:00.0,1,America/Chicago,14042277,IT,HOUST,Hourly,Contract,1361364,,0,,0,2020-12-07 09:00:00.0,,0,,,,,1406388,1095632,,Subcontractor,2020-11-18,2020-11-19
29345230,,,,,6511220297395,2369151,15753508,,,2020-11-19 13:56:17.0,2020-11-19 13:57:49.0,2020-11-19 13:56:19.0,,,,,0,,0,,14108662,,,,Contract,1104736,,0,,1,,2020-11-19 13:55:00.0,1,,,,,1108886,1108886,,,2020-11-18,2020-11-19
29343787,,,,,5920279198621,7350009,31964200,,,2020-11-19 12:14:42.0,2020-11-19 12:14:49.0,2020-11-19 12:14:44.0,,,,,0,,0,,14074276,,,,Direct Placement,1361364,,0,,0,,2020-11-19 12:14:00.0,1,,,,,1419821,1419821,,,2020-11-18,2020-11-19
29346135,,,,,12159929186692,2189950,32395605,,,2020-11-19 14:54:10.0,2020-11-19 15:09:22.0,2020-11-19 15:09:18.0,,,,,0,2020-11-20 10:00:00.0,1,America/Chicago,14108450,,,,Direct Placement,1464505,,0,,0,,2020-11-19 14:52:00.0,1,,,,,1095632,1095632,,,2020-11-18,2020-11-19
29343253,,,,,9813304386968,2369151,15753508,,,2020-11-19 11:40:24.0,2020-11-19 11:41:29.0,2020-11-19 11:40:26.0,,,,,0,,0,,14096887,,,,Contract,1104736,,0,,1,,2020-11-19 11:37:00.0,1,,,,,1440064,1440064,,,2020-11-18,2020-11-19
29346167,,,,,1744627881367,5479554,26792215,,,2020-11-19 14:56:27.0,2020-11-19 14:57:06.0,2020-11-19 14:56:29.0,,,,,0,,0,,14081105,,,,Direct Placement,1394817,,0,,0,,2020-11-19 14:54:00.0,1,,,,,1095632,1095632,,,2020-11-18,2020-11-19
29346190,,,,,4453104159710,2190650,21283916,,,2020-11-19 14:57:58.0,2020-11-19 14:58:22.0,2020-11-19 14:58:00.0,,,,,0,,0,,14098301,,,,Contract,1394820,,0,,0,,2020-11-19 14:57:00.0,1,,,,,1443218,1443218,,,2020-11-18,2020-11-19
29345909,,,,,3564623898609,2193655,26818912,,,2020-11-19 14:38:26.0,2020-11-19 14:39:46.0,2020-11-19 14:38:28.0,,,,,0,,0,,14040819,,,,Direct Placement,1418854,,0,,0,,2020-11-19 14:37:00.0,1,,,,,1440874,1440874,,,2020-11-18,2020-11-19
29344784,,,,,1086210119677,2189950,32395605,,,2020-11-19 13:25:44.0,2020-11-19 13:47:31.0,2020-11-19 13:25:45.0,,,,,0,2020-11-20 11:30:00.0,1,America/Chicago,14108450,,,,Direct Placement,1464505,,0,,0,,2020-11-19 13:25:00.0,1,,,,,1251538,1251538,,,2020-11-18,2020-11-19
29343229,,,,,1988518284920,7920646,21009692,,,2020-11-19 11:38:21.0,2020-11-19 11:39:00.0,2020-11-19 11:38:22.0,,,,,0,,0,,14097982,,,,Right to Hire,1406154,,0,,0,,2020-11-19 11:37:00.0,1,,,,,1095632,1095632,,,2020-11-18,2020-11-19
29345923,,,,,2297587,7887419,32527004,,,2020-11-19 14:39:14.0,2020-11-19 14:44:19.0,2020-11-19 14:39:16.0,,,,,0,,0,,13946366,,,,Right to Hire,1095869,,0,,0,,2020-11-19 14:38:00.0,1,,,,,1095869,1460631,,,2020-11-18,2020-11-19
29345255,,,,,4774366292270,2196593,26715427,,,2020-11-19 13:58:11.0,2020-11-19 13:59:37.0,2020-11-19 13:58:14.0,,,,,0,,0,,14102589,,,,Contract,1406154,,0,,998,,,0,,,,,1447792,1447792,,,2020-11-18,2020-11-19
29343601,,,,,11162399074605,2198273,15552970,,,2020-11-19 12:02:35.0,2020-11-19 12:03:36.0,2020-11-19 12:02:36.0,,,,,0,,0,,13755807,,,,Contract,1095841,,0,,0,,2020-11-19 12:02:00.0,1,,,,,1169137,1169137,,,2020-11-18,2020-11-19
29343211,,,,,12231423435134,2369151,15753508,,,2020-11-19 11:36:58.0,2020-11-19 11:37:48.0,2020-11-19 11:37:00.0,,,,,0,,0,,14107148,,,,Contract,1104736,,0,,0,,2020-11-19 11:36:00.0,1,,,,,1108886,1108886,,,2020-11-18,2020-11-19
29345993,,,,,10218450275508,2369151,28156713,,,2020-11-19 14:44:30.0,2020-11-19 14:45:11.0,2020-11-19 14:44:32.0,,,,,0,,0,,14044239,,,,Direct Placement,1104736,,0,,0,,2020-11-19 14:43:00.0,1,,,,,1460745,1460745,,,2020-11-18,2020-11-19
29345646,,,,,334145259242,2369151,15753508,,,2020-11-19 14:22:36.0,2020-11-19 14:22:49.0,2020-11-19 14:22:38.0,,,,,0,,0,,14108348,,,,Contract,1104736,,0,,1,,2020-11-19 14:20:00.0,1,,,,,1457446,1457446,,,2020-11-18,2020-11-19
29346076,,,,,9518901111489,2369151,26762544,,,2020-11-19 14:49:21.0,2020-11-19 14:50:29.0,2020-11-19 14:49:22.0,,,,,0,,0,,14108662,,,,Contract,1104736,,0,,1,,2020-11-19 14:48:00.0,1,,,,,1108886,1108886,,,2020-11-18,2020-11-19
29345641,,,,,4774366292270,7954385,33071655,,,2020-11-19 14:22:22.0,2020-11-19 14:22:49.0,2020-11-19 14:22:24.0,,,,,0,,0,,14102589,,,,Contract,1406154,,0,,0,,2020-11-19 14:21:00.0,1,,,,,1445402,1445402,,,2020-11-18,2020-11-19
29343836,,,,,12227096576892,2196593,21879272,,,2020-11-19 12:18:22.0,2020-11-19 12:18:31.0,2020-11-19 12:18:24.0,,,,,0,,0,,14094119,,,,Contract,1394820,,0,,998,,,0,,,,,1447792,1447792,,,2020-11-18,2020-11-19
29343283,,,,,11242008671475,5479554,26792215,,,2020-11-19 11:42:29.0,2020-11-19 11:43:09.0,2020-11-19 11:42:31.0,,,,,0,,0,,14022214,,,,Direct Placement,1394817,,0,,0,,2020-11-19 11:41:00.0,1,,,,,1470735,1470735,,,2020-11-18,2020-11-19
29343282,,,,,4980581359853,2190650,25717557,,,2020-11-19 11:42:23.0,2020-11-19 11:43:07.0,2020-11-19 11:42:24.0,,,,,0,,0,,14103058,,,,Contract,1394820,,0,,0,,2020-11-19 11:41:00.0,1,,,,,1443218,1443218,,,2020-11-18,2020-11-19
29347000,,,,,11937747488036,2196789,26117720,,,2020-11-19 15:43:38.0,2020-11-19 15:44:41.0,2020-11-19 15:43:39.0,,,,,0,,0,,13962871,,,,Right to Hire,1416294,,0,,0,,2020-11-19 15:43:00.0,1,,,,,1440691,1440691,,,2020-11-18,2020-11-19
29343340,,,,,197053930855,2369151,15753508,,,2020-11-19 11:46:30.0,2020-11-19 11:47:04.0,2020-11-19 11:46:32.0,,,,,0,,0,,14107217,,,,Contract,1104736,,0,,0,,2020-11-19 11:46:00.0,1,,,,,1445360,1445360,,,2020-11-18,2020-11-19
29346019,,,,,11527193439556,2196593,21871821,,,2020-11-19 14:46:11.0,2020-11-19 14:46:49.0,2020-11-19 14:46:13.0,,,,,0,,0,,14108672,,,,Contract,1104736,,0,,998,,,0,,,,,1450333,1450333,,,2020-11-18,2020-11-19
29345988,,,,,7586861545536,5575645,26604193,,,2020-11-19 14:43:52.0,2020-11-19 14:43:56.0,2020-11-19 14:43:53.0,,,,,0,,0,,14057099,,,,Right to Hire,1104736,,0,,0,,2020-11-19 14:43:00.0,1,,,,,1403411,1403411,,,2020-11-18,2020-11-19
29344149,,,,,10896332216923,5905533,32809281,,,2020-11-19 12:39:49.0,2020-11-19 12:40:12.0,2020-11-19 12:39:50.0,,,,,0,,0,,14049477,,,,Right to Hire,1361364,,0,,0,,2020-11-19 12:38:00.0,1,,,,,1445402,1445402,,,2020-11-18,2020-11-19
29347046,,,,,4204457468038,7350009,31964200,,,2020-11-19 15:45:52.0,2020-11-19 15:46:04.0,2020-11-19 15:45:53.0,,,,,0,,0,,14074276,,,,Direct Placement,1361364,,0,,0,,2020-11-19 15:45:00.0,1,,,,,1419821,1419821,,,2020-11-18,2020-11-19
29345328,22.5,15,Hourly,USD,6935095566434,6569340,32974370,0,USD,2020-11-19 14:02:54.0,2020-11-19 17:03:57.0,2020-11-19 17:03:54.0,2021-02-01 20:00:00.0,,,,1,,0,,14107027,IT,HOUST,Hourly,Contract,1361364,,0,,0,2020-11-23 09:00:00.0,2020-11-19 14:01:00.0,1,,,,,1406388,1440874,,,2020-11-18,2020-11-19
29346419,,,,,7003519746152,2718906,31964251,,,2020-11-19 15:12:04.0,2020-11-19 15:13:02.0,2020-11-19 15:12:07.0,,,,,0,,0,,14031231,,,,Contract,1095841,,0,,0,,2020-11-19 15:11:00.0,1,,,,,1456117,1456117,,,2020-11-18,2020-11-19
29344949,,,,,5809683196038,7199796,26656155,,,2020-11-19 13:37:22.0,2020-11-19 13:38:26.0,2020-11-19 13:37:25.0,,,,,0,,0,,14108032,,,,Direct Placement,1416848,,0,,0,,2020-11-19 13:36:00.0,1,,,,,1460631,1460631,,,2020-11-18,2020-11-19
29345142,,,,,5782663351097,2198273,15552970,,,2020-11-19 13:49:50.0,2020-11-19 13:50:17.0,2020-11-19 13:49:51.0,,,,,0,,0,,13755807,,,,Contract,1095841,,0,,0,,2020-11-19 13:49:00.0,1,,,,,1169137,1169137,,,2020-11-18,2020-11-19
29343682,,,,,10528370063063,2347051,21595463,,,2020-11-19 12:08:14.0,2020-11-19 12:08:41.0,2020-11-19 12:08:17.0,,,,,0,,0,,14107850,,,,Contract,1418854,,0,,0,,2020-11-19 12:07:00.0,1,,,,,1251538,1251538,,,2020-11-18,2020-11-19
29345294,22.5,15,Hourly,USD,11944579912582,6569340,32974370,0,USD,2020-11-19 14:00:15.0,2020-11-19 17:50:38.0,2020-11-19 17:50:34.0,2021-02-01 20:00:00.0,,,,1,,0,,14107027,IT,HOUST,Hourly,Contract,1361364,,0,,0,2020-11-23 09:00:00.0,2020-11-19 13:56:00.0,1,,,,,1406388,1440874,,,2020-11-18,2020-11-19
29345256,,,,,11848239972710,2198273,25725531,,,2020-11-19 13:58:13.0,2020-11-19 13:59:37.0,2020-11-19 13:58:15.0,,,,,0,,0,,14087331,,,,Contract,1095841,,0,,0,,2020-11-19 13:57:00.0,1,,,,,1422281,1422281,,,2020-11-18,2020-11-19
29342385,,,,,4549451169909,7350009,31964200,,,2020-11-19 10:33:52.0,2020-11-19 10:34:09.0,2020-11-19 10:33:55.0,,,,,0,,0,,14074276,,,,Direct Placement,1361364,,0,,0,,2020-11-19 10:33:00.0,1,,,,,1419821,1419821,,,2020-11-18,2020-11-19
29279437,,,,,678431880646,2198273,25725531,,,2020-11-11 11:43:35.0,2020-11-19 13:18:00.0,2020-11-11 11:43:37.0,,,,,0,2020-11-20 15:30:00.0,1,America/Los_Angeles,14057820,,,,Contract,1095841,,0,,1,,2020-11-11 11:43:00.0,1,,,,,1169137,1169137,,,2020-11-18,2020-11-19
29282867,,,,,1638888762543,5479554,26792215,,,2020-11-11 15:32:43.0,2020-11-18 14:44:55.0,2020-11-18 14:44:53.0,,,,,0,2020-11-20 15:30:00.0,1,America/Chicago,14027464,,,,Direct Placement,1394817,,0,,0,,2020-11-11 15:32:00.0,1,,,,,1440691,1440691,,,2020-11-18,2020-11-19
29334104,,,,,2906667379346,2192733,30998717,,,2020-11-18 14:47:08.0,2020-11-18 14:47:19.0,2020-11-18 14:47:10.0,,,,,0,,0,,14101100,,,,Contract,1361364,,0,,0,,2020-11-18 14:46:00.0,1,,,,,1424112,1424112,,,2020-11-18,2020-11-19
29315889,,,,,1023615282193,2197202,32258740,,,2020-11-16 18:54:48.0,2020-11-18 12:02:26.0,2020-11-16 18:54:49.0,,,,,0,2020-11-23 13:00:00.0,1,America/Chicago,13933835,,,,Contract,1416848,,0,,0,,2020-11-16 18:53:00.0,1,,,,,1470277,1470277,,,2020-11-18,2020-11-19
29313436,,,,,2860118355877,2196789,31424077,,,2020-11-16 16:54:25.0,2020-11-18 09:32:51.0,2020-11-18 09:32:51.0,,,,,0,2020-11-18 15:30:00.0,1,America/Chicago,13998906,,,,Contract,1464505,,0,,0,,2020-11-16 16:53:00.0,1,,,,,1095632,1095632,,,2020-11-18,2020-11-19
29316251,78.65,50,Hourly,USD,6024321280628,7255187,30849424,0,USD,2020-11-16 19:47:53.0,2020-11-19 10:43:28.0,2020-11-19 10:43:23.0,2021-04-02 20:00:00.0,,,,1,2020-11-17 14:00:00.0,1,America/Los_Angeles,13915109,IT,HB-CA,Hourly,Contract,1095841,,0,,1,2020-12-07 09:00:00.0,,0,,,,,1459897,1095849,,,2020-11-18,2020-11-19
29348167,,,,,752550227817,2192733,30998717,,,2020-11-19 16:48:51.0,2020-11-19 16:49:48.0,2020-11-19 16:48:52.0,,,,,0,,0,,14101100,,,,Contract,1361364,,0,,0,,2020-11-19 16:48:00.0,1,,,,,1424112,1424112,,,2020-11-18,2020-11-19
29348190,,,,,200718140366,6802475,33049389,,,2020-11-19 16:50:05.0,2020-11-19 16:51:07.0,2020-11-19 16:50:06.0,,,,,0,,0,,14101466,,,,Direct Placement,1406154,,0,,0,,2020-11-19 16:49:00.0,1,,,,,1424008,1424008,,,2020-11-18,2020-11-19
29347060,,,,,7314813259388,7738929,33153244,,,2020-11-19 15:46:48.0,2020-11-19 15:47:21.0,2020-11-19 15:46:49.0,,,,,0,,0,,14056555,,,,Direct Placement,1104736,,0,,0,,2020-11-19 15:45:00.0,1,,,,,1440691,1440691,,,2020-11-18,2020-11-19
29347758,,,,,12232740699484,4754855,21560816,,,2020-11-19 16:24:47.0,2020-11-19 16:25:24.0,2020-11-19 16:24:49.0,,,,,0,,0,,13747222,,,,Direct Placement,1452961,,0,,0,,2020-11-19 16:24:00.0,1,,,,,1403411,1403411,,,2020-11-18,2020-11-19
29348129,,,,,128049413408,2196789,26795856,,,2020-11-19 16:47:06.0,2020-11-19 16:59:50.0,2020-11-19 16:47:08.0,,,,,0,,0,,14079812,,,,Contract,1455993,,0,,0,,2020-11-19 16:45:00.0,1,,,,,1459591,1459591,,,2020-11-18,2020-11-19
