ACTIVITYID,AGREEDBILLRATE,AGREEDPAYRATE,BILLFREQUENCY,BILLRATECURRENCY,CANDIDATEID,COMPANYID,CONTACTID,CORPTOCORP,CURRENCY,DATECREATED,DATEUPDATED,DATEUSERFIELDUPDATED,ENDDATE,FEE,FEE_PERCENT,FEE_TYPE,HIREFLAG,INTERVIEWDATE,INTERVIEWFLAG,INTERVIEW_TIMEZONEID,JOBID,LineofBusiness,Location,PAYFREQUENCY,POSITIONTYPE,PRIMARYSALESID,REJECTDATE,REJECTFLAG,REJECTREASON,ROLEID,STARTDATE,SUBMITTALDATE,SUBMITTALFLAG,StartExclude,TERMINATIONDATE,TERMINATIONREASON,TermExcludeDate,UPDATEDBY_USERID,USERID,VMSStatus,VendorClassification,api_fromDate,api_toDate
29291305,,,,,5031908365490,7350009,31964200,,,2020-11-12 12:58:12.0,2020-11-23 09:00:18.0,2020-11-12 12:58:13.0,,,,,0,2020-11-19 12:00:00.0,1,America/Chicago,14074276,,,,Direct Placement,1361364,2020-11-23 09:00:18.0,1,Skills not a match for applied position,0,,2020-11-12 12:57:00.0,1,,,,,1361364,1419821,,,2020-11-18,2020-11-23
29186721,,,,,9433961611781,7871993,33003877,,,2020-11-03 14:45:01.0,2020-11-23 09:43:57.0,2020-11-03 14:45:02.0,,,,,0,,0,,14010457,,,,Direct Placement,1441704,2020-11-23 09:43:57.0,1,Skills not a match for applied position,0,,2020-11-03 14:44:00.0,1,,,,,1419821,1424008,,,2020-11-18,2020-11-23
29154289,,,,,2430588,7871993,33003877,,,2020-10-29 16:22:46.0,2020-11-23 09:44:39.0,2020-11-12 10:33:40.0,,,,,0,2020-11-20 15:00:00.0,1,America/Chicago,14010457,,,,Direct Placement,1441704,2020-11-23 09:44:40.0,1,Skills Not Strong Enough,0,,2020-10-29 16:22:00.0,1,,,,,1419821,1419821,,,2020-11-18,2020-11-23
29172475,,,,,12171610319015,7871993,33003877,,,2020-11-02 10:57:12.0,2020-11-23 09:45:13.0,2020-11-02 10:57:15.0,,,,,0,2020-11-13 14:30:00.0,1,America/Chicago,14010457,,,,Direct Placement,1441704,2020-11-23 09:45:14.0,1,Skills Not Strong Enough,0,,2020-11-02 10:56:00.0,1,,,,,1419821,1419821,,,2020-11-18,2020-11-23
29152886,,,,,10669577848888,7871993,33003877,,,2020-10-29 14:58:36.0,2020-11-23 09:46:33.0,2020-10-29 14:58:37.0,,,,,0,,0,,14010457,,,,Direct Placement,1441704,2020-11-23 09:46:34.0,1,Skills Not Strong Enough,0,,2020-10-29 14:57:00.0,1,,,,,1419821,1419821,,,2020-11-18,2020-11-23
29321169,,,,,6898928964233,4296153,27282106,,,2020-11-17 13:36:44.0,2020-11-23 09:55:12.0,2020-11-17 13:36:46.0,,,,,0,2020-11-19 14:00:00.0,1,America/New_York,14087068,,,,Contract,1095672,2020-11-23 09:55:13.0,1,Other,0,,2020-11-17 13:36:00.0,1,,,,,1403411,1403411,,,2020-11-18,2020-11-23
29290033,,,,,9469171592172,2192962,32693992,,,2020-11-12 11:26:02.0,2020-11-23 09:59:40.0,2020-11-12 11:26:04.0,,,,,0,,0,,13507187,,,,Contract,1096061,2020-11-23 09:59:41.0,1,Skills Not Strong Enough,0,,2020-11-12 11:25:00.0,1,,,,,1095632,1095632,,,2020-11-18,2020-11-23
29306070,,,,,603491249836,2198273,15552970,,,2020-11-13 19:23:00.0,2020-11-23 10:15:46.0,2020-11-13 19:23:01.0,,,,,0,,0,,13755143,,,,Contract,1095841,2020-11-23 10:15:47.0,1,Candidate off the market,1,,2020-11-13 19:22:00.0,1,,,,,1443218,1443218,,,2020-11-18,2020-11-23
29319482,,,,,12204442486221,7350009,31960399,,,2020-11-17 11:34:56.0,2020-11-23 11:07:44.0,2020-11-17 11:34:59.0,,,,,0,2020-11-19 12:00:00.0,1,America/Chicago,14056529,,,,Direct Placement,1361364,2020-11-23 11:07:45.0,1,Skills Not Strong Enough,0,,2020-11-17 11:32:00.0,1,,,,,1361364,1445402,,,2020-11-18,2020-11-23
29360547,,,,,12235479926580,2198273,25725531,,,2020-11-20 17:59:26.0,2020-11-23 11:28:01.0,2020-11-20 17:59:28.0,,,,,0,,0,,14087331,,,,Contract,1095841,2020-11-23 11:28:02.0,1,Candidate withdraw,0,,2020-11-20 17:58:00.0,1,,,,,1422281,1422281,,,2020-11-18,2020-11-23
29299237,,,,,12103132159208,2196789,26801995,,,2020-11-13 09:28:28.0,2020-11-23 11:30:08.0,2020-11-13 09:28:29.0,,,,,0,,0,,14076117,,,,Contract,1416294,2020-11-23 11:30:09.0,1,Other,0,,2020-11-13 09:28:00.0,1,,,,,1416294,1459591,,,2020-11-18,2020-11-23
29210774,,,,,11966979035883,2196789,26801995,,,2020-11-05 15:54:26.0,2020-11-23 13:24:42.0,2020-11-05 15:54:28.0,,,,,0,,0,,14032740,,,,Contract,1416294,2020-11-23 13:24:44.0,1,Skills Not Strong Enough,0,,2020-11-05 15:54:00.0,1,,,,,1416294,1459591,,,2020-11-18,2020-11-23
19049177,82,67,Hourly,USD,420188794226,5484532,14955879,1,USD,2017-08-01 14:35:00.0,2020-11-23 10:47:31.0,2019-11-21 16:58:36.0,2020-12-31 20:00:00.0,,,,1,,0,,9949758,IT,ATL,Hourly,Contract,1104736,,0,,0,2017-08-21 09:00:00.0,2017-08-01 15:34:00.0,1,,,,,1395257,1108886,,Independent Contractor,2020-11-18,2020-11-23
23585915,90,65,Hourly,USD,4489707145284,5484532,14955879,0,USD,2019-01-25 16:38:28.0,2020-11-23 10:52:35.0,2019-11-21 16:58:39.0,2020-12-31 20:00:00.0,,,,1,2019-01-30 17:00:00.0,1,America/New_York,11769857,IT,ATL,Hourly,Right to Hire,1104736,,0,,0,2019-02-25 09:00:00.0,,0,,,,,1395257,1203286,,,2020-11-18,2020-11-23
4635049,28750,120000,Hourly,USD,1173636365143,2194057,5222424,0,USD,2013-01-10 11:34:38.0,2020-11-23 10:27:00.0,2016-12-15 14:28:06.0,2013-01-28 00:00:00.0,,,,1,2013-01-09 10:00:00.0,1,America/New_York,3402912,,,Yearly,Direct Placement,1096069,,0,,0,2013-01-28 08:00:00.0,,0,,,,,1096546,1096069,,,2020-11-18,2020-11-23
11967929,85,60,Hourly,USD,613547755901,4805414,9299701,1,USD,2015-06-30 16:43:53.0,2020-11-18 18:16:38.0,2019-04-25 17:02:12.0,2020-12-31 19:00:00.0,,,,1,2015-07-01 15:00:00.0,1,America/New_York,6971450,IT,Nation,Hourly,Contract,1133886,,0,,0,2015-07-13 08:00:00.0,,0,,2020-11-15 00:00:00.0,Ineligible for Redeployment,,1395257,1354996,,Subcontractor,2020-11-18,2020-11-23
20116528,91,65,Hourly,USD,227899514263,5484532,14955879,0,USD,2018-01-15 11:54:22.0,2020-11-23 10:54:20.0,2019-11-21 16:58:36.0,2020-12-31 22:00:00.0,,,,1,2018-01-23 13:00:00.0,1,America/New_York,10208088,IT,ATL,Hourly,Right to Hire,1104736,,0,,0,2018-02-12 11:00:00.0,2018-01-15 11:53:00.0,1,,,,,1395257,1203286,,,2020-11-18,2020-11-23
18235330,113.5,80,Hourly,USD,3370375481929,2719110,20631352,0,USD,2017-04-03 12:50:05.0,2020-11-20 11:41:19.0,2018-12-10 12:28:45.0,2017-09-29 19:00:00.0,,,,1,2017-04-03 19:30:00.0,1,America/Los_Angeles,9618182,IT,HB-CA,Hourly,Contract,1369678,,0,,0,2017-04-19 09:00:00.0,2017-04-03 12:49:00.0,1,,2017-09-29 00:00:00.0,Eligible for Redeployment,,1408252,1095848,,,2020-11-18,2020-11-23
4590664,85,63,Hourly,USD,3728771722583,2499053,5211333,0,USD,2011-09-29 15:24:03.0,2020-11-18 12:04:01.0,2018-12-10 12:28:43.0,2016-08-19 19:00:00.0,,,,1,,0,,3401890,IT,HOUST,Hourly,,1096061,,0,,0,2011-09-26 08:00:00.0,2011-09-26 00:00:00.0,1,,2016-08-19 00:00:00.0,Hired by Company,,1096546,1096063,,,2020-11-18,2020-11-23
5242307,0,0,,USD,2163822,2719046,6147009,0,USD,2012-06-13 10:09:10.0,2020-11-20 16:58:52.0,,2012-06-29 00:00:00.0,,,,1,,0,,3707991,,,Hourly,,1096039,,0,,0,2012-06-29 08:00:35.0,2012-06-29 11:01:35.0,1,,2012-06-29 00:00:00.0,Unspecified-System Cleanup,,1096039,1096039,,,2020-11-18,2020-11-23
5239967,81,55,,USD,121315966840,2717413,6147966,0,USD,2008-11-14 13:46:28.0,2020-11-20 14:08:31.0,,2008-12-18 17:00:19.0,,,,1,,0,,3707663,,,Hourly,,1096039,,0,,0,2008-12-18 08:00:19.0,2008-12-18 10:13:19.0,1,,,,,1096039,1096039,,,2020-11-18,2020-11-23
18359279,60,45,Hourly,USD,8028992374872,4805414,20537364,0,USD,2017-04-21 09:36:24.0,2020-11-18 18:28:25.0,2019-11-21 16:58:35.0,2020-11-15 20:00:00.0,,,,1,2017-04-21 09:00:00.0,1,America/Chicago,9589808,IT,Nation,Hourly,Contract,1133886,,0,,0,2017-05-22 09:00:00.0,2017-04-21 09:00:00.0,1,,2020-11-15 00:00:00.0,Ineligible for Redeployment,,1406388,1150340,,Subcontractor,2020-11-18,2020-11-23
26266413,55,45000,Hourly,USD,9703352284323,2187354,24365317,0,USD,2019-11-19 12:42:28.0,2020-11-18 18:00:21.0,2019-11-27 14:42:34.0,2021-04-30 20:00:00.0,,,,1,,0,,12770160,T-PATH,HOUST,Yearly,Right to Hire,1446533,,0,,0,2019-11-20 09:00:00.0,2019-11-19 12:41:00.0,1,,,,,1459897,1445402,,,2020-11-18,2020-11-23
26245803,106.27,85,Hourly,USD,2955405661028,2189039,23636138,1,USD,2019-11-15 16:05:54.0,2020-11-18 17:05:24.0,2020-03-31 13:15:34.0,2021-03-15 20:00:00.0,,,,1,2019-11-25 17:00:00.0,1,America/Chicago,12882851,IT,HOUST,Hourly,Contract,1418854,,0,,1,2019-12-16 09:00:00.0,2019-11-15 16:04:00.0,1,,,,,1460761,1445402,,Independent Contractor,2020-11-18,2020-11-23
22025559,113,75,Hourly,USD,8084535369054,2198273,20854498,0,USD,2018-08-23 19:06:20.0,2020-11-19 11:52:56.0,2019-01-25 11:06:45.0,2020-12-24 20:00:00.0,,,,1,2018-08-23 18:00:00.0,1,America/Los_Angeles,10866749,IT,HB-CA,Hourly,Contract,1095841,,0,,1,2018-09-21 09:00:00.0,,0,,2020-12-31 00:00:00.0,Eligible for Redeployment,,1411444,1169137,,,2020-11-18,2020-11-23
24115157,30.75,22,Hourly,USD,4481428919095,2369151,26735604,0,USD,2019-03-28 10:49:58.0,2020-11-18 11:01:16.0,2020-11-18 11:01:16.0,2020-12-31 20:00:00.0,,,,1,2019-03-29 14:00:00.0,1,America/Chicago,11949051,IT,ATL,Hourly,Contract,1104736,,0,,1,2019-05-02 09:00:00.0,,0,,,,,1395257,1422044,,,2020-11-18,2020-11-23
7919335,83.3,48.07,Hourly,USD,2844925511294,2542651,5894699,0,USD,2014-07-16 13:37:23.0,2020-11-18 16:57:52.0,2016-12-15 14:28:16.0,,,,,1,2014-07-17 17:00:00.0,1,America/New_York,5795779,,,Hourly,Right to Hire,1182038,,0,,0,2014-08-25 08:00:00.0,2014-07-16 13:40:00.0,1,,2014-12-12 00:00:00.0,Hired by Company,,1095704,1169137,,,2020-11-18,2020-11-23
20326230,,,,,12232889796616,2196593,5366799,,,2018-02-13 15:14:10.0,2020-11-19 17:16:17.0,2019-01-24 00:05:56.0,,,,,0,,0,,10524204,,,,Right to Hire,1104736,,0,,996,,,0,,,,,1108886,1108886,,,2020-11-18,2020-11-23
24790574,60,37,Hourly,USD,7025999892116,2187566,10550396,0,USD,2019-06-12 17:22:11.0,2020-11-20 18:14:13.0,2019-11-21 16:58:39.0,2020-11-20 20:00:00.0,,,,1,2019-06-13 10:00:00.0,1,America/Chicago,12306107,IT,HOUST,Yearly,Contract,1361364,,0,,0,2019-07-15 09:00:00.0,2019-06-12 17:21:00.0,1,,2020-11-20 00:00:00.0,Eligible for Redeployment,,1408252,1424112,,,2020-11-18,2020-11-23
25322326,87,58,Hourly,USD,10720649529386,2190650,25717557,1,USD,2019-08-08 12:50:18.0,2020-11-18 18:15:07.0,2020-01-10 15:00:08.0,2020-11-25 20:00:00.0,,,,1,2019-08-12 14:00:00.0,1,America/Los_Angeles,12472094,IT,HB-CA,Hourly,Contract,1394820,,0,,0,2019-09-03 09:00:00.0,2019-08-08 12:49:00.0,1,,2020-11-25 00:00:00.0,Eligible for Redeployment,,1406388,1169137,,Subcontractor,2020-11-18,2020-11-23
25349095,39.88,27.5,Hourly,USD,9623217654541,4848241,21591880,0,USD,2019-08-12 13:37:57.0,2020-11-20 19:48:12.0,2019-11-21 16:58:40.0,2020-01-24 20:00:00.0,,,,1,2019-08-28 14:00:00.0,1,America/Los_Angeles,12527869,GEN,HB-CA,Hourly,Contract,1394820,,0,,1,2019-09-30 09:00:00.0,2019-08-12 13:37:00.0,1,,2019-12-20 00:00:00.0,Eligible for Redeployment,,1096112,1443666,,,2020-11-18,2020-11-23
13079101,0,90,Hourly,USD,2575866962667,4082751,15034442,0,USD,2015-11-06 10:10:04.0,2020-11-20 11:52:49.0,2018-12-10 12:28:44.0,2015-12-31 19:00:00.0,,,,1,,0,,7451614,IT,HOUST,Hourly,Contract,1096546,,0,,0,2015-07-17 08:00:00.0,2015-07-17 08:00:00.0,1,,,,,1096546,1096546,,,2020-11-18,2020-11-23
15275022,87,55,Hourly,USD,750762930123,2190128,16012202,0,USD,2016-05-23 18:09:09.0,2020-11-18 14:07:51.0,2018-12-10 12:28:44.0,2016-07-05 20:00:00.0,,,,1,2016-05-26 13:00:00.0,1,America/Chicago,8472626,IT,HOUST,Yearly,Contract,1362163,,0,,0,2016-05-31 09:00:00.0,2016-05-23 18:06:00.0,1,,2016-07-05 00:00:00.0,Ineligible for Redeployment,,1095960,1387712,,,2020-11-18,2020-11-23
20503830,,,,,12232889796616,5575645,15565496,,,2018-03-02 10:55:48.0,2020-11-19 17:16:17.0,2019-01-24 00:05:56.0,,,,,0,,0,,10575888,,,,Contract,1371912,,0,,0,,2018-03-02 13:55:00.0,1,,,,,1108886,1108886,,,2020-11-18,2020-11-23
15576168,63,57,Hourly,USD,2229015683085,4805414,17084156,0,USD,2016-06-08 14:11:56.0,2020-11-20 18:12:15.0,2020-02-03 11:06:07.0,2020-11-20 20:00:00.0,,,,1,,0,,8482725,IT,Nation,Hourly,Contract,1387385,,0,,0,2016-06-15 09:00:00.0,2016-05-20 14:11:00.0,1,,2020-11-20 00:00:00.0,Ineligible for Redeployment,,1395257,1395257,,Subcontractor,2020-11-18,2020-11-23
25488213,62.88,45,Hourly,USD,160926964263,2369151,26740778,0,USD,2019-08-26 13:21:37.0,2020-11-18 18:24:48.0,2019-11-21 16:58:40.0,2020-11-21 20:00:00.0,,,,1,2019-08-29 09:00:00.0,1,America/New_York,12574766,IT,ATL,Hourly,Contract,1104736,,0,,1,2019-09-23 09:00:00.0,2019-08-26 13:19:00.0,1,,2020-11-18 00:00:00.0,Hired by Company,,1406388,1443242,,,2020-11-18,2020-11-23
25512394,80,55,Hourly,USD,5466504337276,5484532,14955879,0,USD,2019-08-28 08:46:41.0,2020-11-23 10:53:27.0,2019-11-21 16:58:40.0,2020-12-31 20:00:00.0,,,,1,2019-08-27 14:00:00.0,1,America/New_York,12564184,IT,ATL,Hourly,Right to Hire,1104736,,0,,0,2019-09-09 09:00:00.0,,0,,,,,1395257,1108886,,,2020-11-18,2020-11-23
25982768,,,,,12221876264543,7782163,26853028,,,2019-10-16 17:57:00.0,2020-11-18 11:56:32.0,2019-10-16 17:57:02.0,,,,,0,,0,,12689230,,,,Contract,1096061,,0,,1,,2019-10-16 17:56:00.0,1,,,,,1424112,1424112,,,2020-11-18,2020-11-23
21783485,42.75,27.5,Hourly,USD,1720342961296,4689097,21441273,0,USD,2018-08-02 12:15:56.0,2020-11-20 13:44:21.0,2018-12-10 12:28:46.0,2018-11-10 20:00:00.0,,,,1,2018-08-02 15:00:00.0,1,America/Los_Angeles,11000652,IT,SAC-CA,Hourly,Contract,1095869,,0,,0,2018-10-08 09:00:00.0,,0,,2018-11-10 00:00:00.0,Eligible for Redeployment,,1425983,1095845,,,2020-11-18,2020-11-23
21608301,80,55,Hourly,USD,2560073,5484532,14955879,0,USD,2018-07-11 09:19:06.0,2020-11-23 10:51:39.0,2019-11-21 16:58:37.0,2020-12-31 20:00:00.0,,,,1,2018-07-13 10:30:00.0,1,America/New_York,10732779,IT,ATL,Hourly,Right to Hire,1104736,,0,,0,2018-07-30 09:00:00.0,,0,,,,,1395257,1108886,,,2020-11-18,2020-11-23
24539136,35.07,26,Hourly,USD,2839444532414,2369151,26850895,0,USD,2019-05-14 17:38:03.0,2020-11-18 14:15:40.0,2019-11-21 16:58:39.0,2020-11-30 20:00:00.0,,,,1,2019-05-15 11:30:00.0,1,America/Chicago,12087242,IT,ATL,Hourly,Contract,1104736,,0,,1,2019-06-17 09:00:00.0,,0,,2020-11-21 00:00:00.0,Hired by Company,,1395257,1422044,,,2020-11-18,2020-11-23
21707320,35,20,Hourly,USD,9438997837376,4689097,21441273,0,USD,2018-07-24 12:26:12.0,2020-11-23 11:51:53.0,2019-11-21 16:58:38.0,2018-11-09 19:00:00.0,,,,1,2018-08-02 14:30:00.0,1,America/Los_Angeles,11000652,IT,SAC-CA,Hourly,Contract,1095869,,0,,0,2018-10-08 09:00:00.0,2018-07-24 12:25:00.0,1,,2018-11-09 00:00:00.0,Eligible for Redeployment,,1408252,1169137,,,2020-11-18,2020-11-23
26601619,120,90,Hourly,USD,313138077713,2488635,5806428,0,USD,2020-01-09 12:27:58.0,2020-11-18 15:23:11.0,2020-01-22 14:36:12.0,2021-09-30 20:00:00.0,,,,1,2020-01-14 16:00:00.0,1,America/Chicago,12853445,IT,HOUST,Yearly,Contract,1361364,,0,,0,2020-01-20 09:00:00.0,2020-01-09 12:27:00.0,1,,,,,1460761,1380008,,,2020-11-18,2020-11-23
26684878,70,47,Hourly,USD,11087326066858,2198273,25725531,0,USD,2020-01-17 14:26:39.0,2020-11-18 18:00:17.0,2020-01-29 11:52:09.0,2020-11-13 19:00:00.0,,,,1,2020-01-17 16:00:00.0,1,America/Los_Angeles,12955393,IT,HB-CA,Hourly,Contract,1095841,,0,,1,2020-01-30 09:00:00.0,,0,,2020-11-20 00:00:00.0,Eligible for Redeployment,,1406388,1455994,,,2020-11-18,2020-11-23
26921470,104,73,Hourly,USD,5226375121941,7350009,31422082,0,USD,2020-02-12 15:10:03.0,2020-11-20 18:11:19.0,2020-03-04 12:46:35.0,2020-11-20 20:00:00.0,,,,1,2020-02-26 15:00:00.0,1,America/Chicago,13078440,IT,HOUST,Yearly,Contract,1361364,,0,,0,2020-03-19 09:00:00.0,,0,,2020-11-20 00:00:00.0,Hired by Company,,1408252,1095632,,,2020-11-18,2020-11-23
27300914,,,,,12221876264543,7782163,26853028,,,2020-03-25 13:48:03.0,2020-11-18 11:56:32.0,2020-03-25 13:48:04.0,,,,,0,,0,,13289978,,,,Contract,1096061,,0,,0,,2020-03-25 13:46:00.0,1,,,,,1424112,1424112,,,2020-11-18,2020-11-23
27621517,0,48,Hourly,USD,9535772177367,3276652,31977570,0,USD,2020-05-01 08:34:41.0,2020-11-20 17:58:45.0,2020-05-04 12:11:07.0,2020-06-05 19:00:00.0,,,,1,,0,,13426644,IT,ATL,Hourly,Contract,1096411,,0,,0,2020-05-04 09:00:00.0,2020-05-01 08:35:00.0,1,Yes,2020-06-05 00:00:00.0,Eligible for Redeployment,,1459897,1096411,,,2020-11-18,2020-11-23
27609584,93,62,Hourly,USD,4916227763758,2193702,30800990,0,USD,2020-04-29 18:02:33.0,2020-11-18 14:12:35.0,2020-05-15 10:33:54.0,2020-11-27 20:00:00.0,,,,1,2020-05-04 14:00:00.0,1,America/Chicago,13409586,IT,HOUST,Hourly,Right to Hire,1096061,,0,,0,2020-05-13 09:00:00.0,,0,,2020-11-29 00:00:00.0,Hired by Company,,1408252,1419821,,,2020-11-18,2020-11-23
27715143,56.77,37,Hourly,USD,6309945578630,2198273,20854498,0,USD,2020-05-15 14:30:33.0,2020-11-20 18:15:17.0,2020-09-30 18:44:09.0,2020-12-08 20:00:00.0,,,,1,2020-05-18 17:00:00.0,1,America/Los_Angeles,13413833,IT,HB-CA,Hourly,Contract,1095841,,0,,1,2020-06-15 09:00:00.0,,0,,2020-12-08 00:00:00.0,Hired by Company,,1408252,1409440,,,2020-11-18,2020-11-23
28146817,,,,,12221876264543,2484802,32230168,,,2020-06-26 13:25:12.0,2020-11-18 11:56:32.0,2020-06-26 13:25:13.0,,,,,0,,0,,13556140,,,,Contract,1361364,,0,,0,,2020-06-26 13:24:00.0,1,,,,,1445402,1445402,,,2020-11-18,2020-11-23
28239417,75,55,Hourly,USD,211544537157,2485118,28106368,0,USD,2020-07-08 12:52:20.0,2020-11-18 18:18:23.0,2020-08-12 10:24:30.0,2021-09-30 20:00:00.0,,,,1,2020-07-14 11:00:00.0,1,America/New_York,13413316,IT,Dallas,Hourly,Contract,1416294,,0,,0,2020-08-10 09:00:00.0,,0,,2020-11-13 00:00:00.0,Eligible for Redeployment,,1460761,1440691,,Independent Contractor,2020-11-18,2020-11-23
28338712,23.75,19,Hourly,USD,10574265345466,6555798,18543689,0,USD,2020-07-21 11:20:59.0,2020-11-20 18:43:16.0,2020-08-13 18:58:49.0,2020-10-16 20:00:00.0,,,,1,,0,,13669235,IT,HOUST,Hourly,Contract,1096061,,0,,0,2020-07-21 09:00:00.0,2020-07-21 09:00:00.0,1,,2020-10-16 00:00:00.0,Eligible for Redeployment,,1406388,1460761,,,2020-11-18,2020-11-23
28488326,35,22,Hourly,USD,11881259038713,2195092,32851714,0,USD,2020-08-10 12:43:04.0,2020-11-19 11:42:56.0,2020-08-14 17:05:39.0,2020-12-11 20:00:00.0,,,,1,,0,,13728648,IT,HOUST,Hourly,Contract,1424113,,0,,0,2020-08-13 09:00:00.0,2020-08-10 12:42:00.0,1,,,,,1460761,1419821,,,2020-11-18,2020-11-23
28492787,35,23.5,Hourly,USD,11837239273160,2195092,32851714,0,USD,2020-08-10 17:33:39.0,2020-11-19 11:43:36.0,2020-09-16 18:15:52.0,2020-12-11 20:00:00.0,,,,1,,0,,13728648,IT,HOUST,Hourly,Contract,1424113,,0,,0,2020-08-13 09:00:00.0,2020-08-10 17:32:00.0,1,,,,,1460761,1443242,,,2020-11-18,2020-11-23
28689573,,,,,9535772177367,5946266,31185607,,,2020-09-03 09:25:53.0,2020-11-20 17:58:48.0,2020-11-20 17:58:48.0,,,,,0,2020-11-20 13:00:00.0,1,America/New_York,13807976,,,,Contract,1468584,,0,,0,,2020-09-03 09:25:00.0,1,,,,,1108886,1108886,,,2020-11-18,2020-11-23
29320398,,,,,107028680351,2198273,20854498,,,2020-11-17 12:44:21.0,2020-11-18 13:26:22.0,2020-11-17 12:44:24.0,,,,,0,2020-11-20 16:00:00.0,1,America/Los_Angeles,14091054,,,,Contract,1095841,,0,,0,,2020-11-17 12:44:00.0,1,,,,,1169137,1169137,,,2020-11-18,2020-11-23
28623057,63,45.84,Hourly,USD,380766623626,2369151,32824143,0,USD,2020-08-26 12:16:33.0,2020-11-23 11:22:00.0,2020-11-23 11:22:00.0,2021-11-16 20:00:00.0,,,,1,2020-09-25 11:00:00.0,1,America/New_York,13781371,IT,ATL,Hourly,Contract,1104736,,0,,1,2020-11-19 09:00:00.0,2020-08-26 12:16:00.0,1,,,,,1096112,1108886,,,2020-11-18,2020-11-23
28623895,88.5,60,Hourly,USD,2656431649870,7920646,21009692,0,USD,2020-08-26 13:16:07.0,2020-11-18 14:13:23.0,2020-09-16 18:27:42.0,2021-01-08 20:00:00.0,,,,1,2020-08-28 15:00:00.0,1,America/Chicago,13716807,IT,Austin,Hourly,Contract,1406154,,0,,0,2020-09-14 09:00:00.0,,0,,2020-11-17 00:00:00.0,Eligible for Redeployment,,1096112,1095632,,,2020-11-18,2020-11-23
28827351,,,,,10815327929666,2719136,31484484,,,2020-09-21 19:36:36.0,2020-11-20 18:39:11.0,2020-11-20 18:39:11.0,,,,,0,2020-11-24 15:00:00.0,1,America/New_York,13794576,,,,Right to Hire,1461894,,0,,0,,2020-09-21 19:35:00.0,1,,,,,1468225,1449755,,,2020-11-18,2020-11-23
28827371,,,,,11301197761125,2719136,31484484,,,2020-09-21 19:39:07.0,2020-11-20 18:38:45.0,2020-11-20 18:38:45.0,,,,,0,2020-11-24 16:00:00.0,1,America/New_York,13794576,,,,Right to Hire,1461894,,0,,0,,2020-09-21 19:38:00.0,1,,,,,1468225,1449755,,,2020-11-18,2020-11-23
28827395,,,,,6995682248994,2719136,31484484,,,2020-09-21 19:41:36.0,2020-11-20 18:38:15.0,2020-11-20 18:38:15.0,,,,,0,2020-11-25 15:00:00.0,1,America/New_York,13794576,,,,Right to Hire,1461894,,0,,0,,2020-09-21 19:40:00.0,1,,,,,1468225,1449755,,,2020-11-18,2020-11-23
29362524,,,,,9392576656271,2190148,33199098,,,2020-11-22 18:48:32.0,2020-11-22 18:49:13.0,2020-11-22 18:48:34.0,,,,,0,,0,,14096589,,,,Direct Placement,1096061,,0,,0,,2020-11-22 18:47:00.0,1,,,,,1359813,1359813,,,2020-11-18,2020-11-23
28788370,30,20,Hourly,USD,11317965296715,2198273,15552970,0,USD,2020-09-16 16:11:28.0,2020-11-19 15:32:14.0,2020-11-19 15:32:14.0,2020-12-11 20:00:00.0,,,,1,2020-11-13 15:30:00.0,1,America/Los_Angeles,13840285,IT,HB-CA,Hourly,Contract,1095841,,0,,1,2020-11-30 09:00:00.0,2020-09-16 16:10:00.0,1,,,,,1459897,1422281,,,2020-11-18,2020-11-23
29333077,,,,,5178904266809,2192962,32693992,,,2020-11-18 13:44:32.0,2020-11-18 13:45:30.0,2020-11-18 13:44:33.0,,,,,0,,0,,13827716,,,,Contract,1096061,,0,,0,,2020-11-18 13:44:00.0,1,,,,,1095632,1095632,,,2020-11-18,2020-11-23
28885022,64.86,45,Hourly,USD,278140164903,2718906,31964251,0,USD,2020-09-28 18:26:36.0,2020-11-20 18:13:05.0,2020-10-21 12:35:13.0,2020-11-27 20:00:00.0,,,,1,2020-10-09 17:30:00.0,1,America/Los_Angeles,13888567,IT,HB-CA,Hourly,Contract,1411444,,0,,0,2020-11-03 09:00:00.0,2020-09-28 18:26:00.0,1,,2020-11-27 00:00:00.0,Eligible for Redeployment,,1408252,1169137,,,2020-11-18,2020-11-23
28905625,104.81,75,Hourly,USD,12070492231530,2369151,15753508,0,USD,2020-09-30 15:53:03.0,2020-11-20 11:59:36.0,2020-11-20 11:58:46.0,2021-09-30 20:00:00.0,,,,1,2020-10-13 09:00:00.0,1,America/New_York,13853645,IT,ATL,Hourly,Contract,1104736,,0,,1,2020-11-16 09:00:00.0,2020-09-30 15:52:00.0,1,,,,,1395257,1108886,,,2020-11-18,2020-11-23
28823512,,,,,11932953699748,2198273,25725531,,,2020-09-21 16:16:51.0,2020-11-20 11:28:44.0,2020-11-19 00:41:36.0,,,,,0,,0,,13839552,,,,Contract,1095841,,0,,1,,2020-09-21 16:16:00.0,1,,,,,1443218,1443218,,,2020-11-18,2020-11-23
29351528,,,,,12227534362230,2198273,25725531,,,2020-11-19 20:08:44.0,2020-11-19 20:09:39.0,2020-11-19 20:08:45.0,,,,,0,,0,,14091086,,,,Contract,1095841,,0,,0,,2020-11-19 20:07:00.0,1,,,,,1095849,1095849,,,2020-11-18,2020-11-23
