ACTIVITYID,AGREEDBILLRATE,AGREEDPAYRATE,BILLFREQUENCY,BILLRATECURRENCY,CANDIDATEID,COMPANYID,CONTACTID,CORPTOCORP,CURRENCY,DATECREATED,DATEUPDATED,DATEUSERFIELDUPDATED,ENDDATE,FEE,FEE_PERCENT,FEE_TYPE,HIREFLAG,INTERVIEWDATE,INTERVIEWFLAG,INTERVIEW_TIMEZONEID,JOBID,LineofBusiness,Location,PAYFREQUENCY,POSITIONTYPE,PRIMARYSALESID,REJECTDATE,REJECTFLAG,REJECTREASON,ROLEID,STARTDATE,SUBMITTALDATE,SUBMITTALFLAG,StartExclude,TERMINATIONDATE,TERMINATIONREASON,TermExcludeDate,UPDATEDBY_USERID,USERID,VMSStatus,VendorClassification,api_fromDate,api_toDate
29143119,,,,,11973253589853,2193702,28622801,,,2020-10-28 17:22:36.0,2020-11-17 14:23:50.0,2020-10-29 11:36:26.0,,,,,0,2020-11-02 14:00:00.0,1,America/Chicago,13989804,,,,Direct Placement,1096061,2020-11-17 14:23:52.0,1,Skills Not Strong Enough,0,,2020-10-28 17:22:00.0,1,,,,,1359813,1359813,,,2020-11-09,2020-11-23
29291727,,,,,12204615119772,7350009,31960399,,,2020-11-12 13:30:14.0,2020-11-17 14:45:53.0,2020-11-12 13:30:16.0,,,,,0,,0,,14056529,,,,Direct Placement,1361364,2020-11-17 14:45:55.0,1,Skills Not Strong Enough,0,,2020-11-12 13:29:00.0,1,,,,,1251538,1424008,,,2020-11-09,2020-11-23
28689519,,,,,2319042,5946266,31185607,,,2020-09-03 09:20:27.0,2020-11-17 16:11:14.0,2020-09-03 09:20:28.0,,,,,0,,0,,13807976,,,,Contract,1468584,2020-11-17 16:11:17.0,1,Candidate off the market,0,,2020-09-03 09:19:00.0,1,,,,,1108886,1457456,,,2020-11-09,2020-11-23
29313565,,,,,2727169334214,2369151,15753508,,,2020-11-16 17:01:35.0,2020-11-17 17:18:39.0,2020-11-16 17:01:37.0,,,,,0,,0,,14082399,,,,Contract,1104736,2020-11-17 17:18:40.0,1,Skills Not Strong Enough,1,,2020-11-16 17:01:00.0,1,,,,,1395257,1422044,,,2020-11-09,2020-11-23
28903993,,,,,12073197799880,2369151,15753508,,,2020-09-30 14:15:28.0,2020-11-17 17:58:57.0,2020-09-30 14:15:30.0,,,,,0,,0,,13895343,,,,Contract,1104736,2020-11-17 17:58:57.0,1,Position closed - No feedback on Candidate from Client,1,,2020-09-30 14:15:00.0,1,,,,,1395257,1460745,,,2020-11-09,2020-11-23
29290856,,,,,3721106189001,5575645,26604193,,,2020-11-12 12:27:32.0,2020-11-17 18:00:13.0,2020-11-12 12:27:34.0,,,,,0,,0,,14057099,,,,Right to Hire,1104736,2020-11-17 18:00:14.0,1,Other,0,,2020-11-12 12:27:00.0,1,,,,,1403411,1403411,,,2020-11-09,2020-11-23
29326463,,,,,9045916971022,4848241,33195428,,,2020-11-17 18:12:20.0,2020-11-17 23:30:06.0,2020-11-17 18:12:21.0,,,,,0,,0,,14094119,,,,Contract,1394820,2020-11-17 23:30:07.0,1,Client has prior knowledge,1,,2020-11-17 18:11:00.0,1,,,,,1422281,1422281,,,2020-11-09,2020-11-23
29311417,,,,,11717748022410,4296153,27282106,,,2020-11-16 14:48:35.0,2020-11-18 09:09:58.0,2020-11-16 14:48:38.0,,,,,0,,0,,14087050,,,,Contract,1095672,2020-11-18 09:09:59.0,1,Other,0,,2020-11-16 14:48:00.0,1,,,,,1403411,1403411,,,2020-11-09,2020-11-23
29308982,,,,,12217814113992,4296153,27282106,,,2020-11-16 11:47:52.0,2020-11-18 09:10:48.0,2020-11-16 11:47:55.0,,,,,0,,0,,14087050,,,,Contract,1095672,2020-11-18 09:10:49.0,1,Other,0,,2020-11-16 11:47:00.0,1,,,,,1403411,1403411,,,2020-11-09,2020-11-23
29304234,,,,,7032852715506,4754855,32729670,,,2020-11-13 16:41:28.0,2020-11-18 10:53:25.0,2020-11-13 16:41:29.0,,,,,0,2020-11-16 14:00:00.0,1,America/New_York,14012455,,,,Contract,1452961,2020-11-18 10:53:26.0,1,Other,0,,,0,,,,,1403411,1403411,,,2020-11-09,2020-11-23
29307428,,,,,119760733502,4754855,32729670,,,2020-11-16 08:53:59.0,2020-11-18 10:55:06.0,2020-11-16 08:54:00.0,,,,,0,2020-11-17 13:00:00.0,1,America/New_York,14012455,,,,Contract,1452961,2020-11-18 10:55:06.0,1,Other,0,,,0,,,,,1403411,1403411,,,2020-11-09,2020-11-23
29087042,,,,,8738045855142,2198273,15552970,,,2020-10-21 19:19:45.0,2020-11-18 11:13:18.0,2020-10-21 19:19:46.0,,,,,0,,0,,13929257,,,,Contract,1095841,2020-11-18 11:13:19.0,1,Position closed - No feedback on Candidate from Client,1,,2020-10-21 19:19:00.0,1,,,,,1470052,1470052,,,2020-11-09,2020-11-23
29326267,,,,,12197219954070,0,32758416,,,2020-11-17 18:06:45.0,2020-11-18 13:26:49.0,2020-11-17 18:06:47.0,,,,,0,,0,,14097455,,,,Contract,1416848,2020-11-18 13:26:51.0,1,Candidate withdraw,0,,2020-11-17 18:06:00.0,1,,,,,1169137,1169137,,,2020-11-09,2020-11-23
29089671,,,,,8541310964616,2369151,15753508,,,2020-10-22 09:42:34.0,2020-11-18 13:44:07.0,2020-10-22 09:42:35.0,,,,,0,,0,,13979603,,,,Contract,1104736,2020-11-18 13:44:09.0,1,Skills not a match for applied position,1,,2020-10-22 09:42:00.0,1,,,,,1395257,1440064,,,2020-11-09,2020-11-23
29293833,,,,,4614362635034,2190650,33108917,,,2020-11-12 15:44:28.0,2020-11-18 13:49:51.0,2020-11-12 15:44:30.0,,,,,0,2020-11-18 12:00:00.0,1,America/Los_Angeles,14079863,,,,Contract,1394820,2020-11-18 13:49:53.0,1,Poor Communications,0,,2020-11-12 15:43:00.0,1,,,,,1460631,1460631,,,2020-11-09,2020-11-23
29198674,,,,,9945000324099,2198273,15552970,,,2020-11-04 15:16:04.0,2020-11-18 14:18:32.0,2020-11-04 15:16:07.0,,,,,0,,0,,14029836,,,,Contract,1095841,2020-11-18 14:18:32.0,1,Skills Not Strong Enough,1,,2020-11-04 15:15:00.0,1,,,,,1409440,1409440,,,2020-11-09,2020-11-23
29215254,,,,,4812349695974,2198273,15552970,,,2020-11-05 20:47:10.0,2020-11-18 14:19:40.0,2020-11-05 20:47:12.0,,,,,0,,0,,14029836,,,,Contract,1095841,2020-11-18 14:19:40.0,1,Skills Not Strong Enough,1,,2020-11-05 20:45:00.0,1,,,,,1409440,1409440,,,2020-11-09,2020-11-23
29243340,,,,,573162630440,7871993,33003570,,,2020-11-10 14:38:58.0,2020-11-18 17:03:51.0,2020-11-12 12:59:44.0,,,,,0,2020-11-17 13:00:00.0,1,America/Chicago,13858449,,,,Right to Hire,1441704,2020-11-18 17:03:51.0,1,Skills Not Strong Enough,0,,2020-11-10 14:38:00.0,1,,,,,1424008,1424008,,,2020-11-09,2020-11-23
29300270,,,,,10673478934960,7342040,31040498,,,2020-11-13 11:21:42.0,2020-11-18 17:14:29.0,2020-11-17 17:49:20.0,,,,,0,2020-11-18 12:00:00.0,1,America/Chicago,13827946,,,,Direct Placement,1406154,2020-11-18 17:14:30.0,1,Skills Not Strong Enough,0,,2020-11-13 10:50:00.0,1,,,,,1445402,1445402,,,2020-11-09,2020-11-23
29093438,,,,,11942277194365,2718906,32028341,,,2020-10-22 14:26:12.0,2020-11-18 19:41:06.0,2020-10-22 14:26:14.0,,,,,0,2020-10-29 15:30:00.0,1,America/Los_Angeles,13977471,,,,Contract,1095841,2020-11-18 19:41:07.0,1,Other,1,,2020-10-22 14:25:00.0,1,,,,,1456117,1456117,,,2020-11-09,2020-11-23
29338374,,,,,12094908626710,6802475,33049389,,,2020-11-18 18:06:12.0,2020-11-19 09:42:28.0,2020-11-18 18:06:13.0,,,,,0,,0,,14101466,,,,Direct Placement,1406154,2020-11-19 09:42:29.0,1,Client has prior knowledge,0,,2020-11-18 18:05:00.0,1,,,,,1406154,1424008,,,2020-11-09,2020-11-23
28863937,,,,,7711390972705,2369151,15753508,,,2020-09-24 20:39:04.0,2020-11-19 09:46:31.0,2020-09-24 20:39:06.0,,,,,0,,0,,13864428,,,,Contract,1104736,2020-11-19 09:46:31.0,1,Skills not a match for applied position,1,,2020-09-24 20:38:00.0,1,,,,,1395257,1095849,,,2020-11-09,2020-11-23
28839595,,,,,3631057793856,2369151,15753508,,,2020-09-22 19:27:02.0,2020-11-19 09:48:05.0,2020-09-22 19:27:04.0,,,,,0,,0,,13864428,,,,Contract,1104736,2020-11-19 09:48:07.0,1,Skills not a match for applied position,1,,2020-09-22 19:26:00.0,1,,,,,1395257,1095849,,,2020-11-09,2020-11-23
29313490,,,,,11845378141744,4296153,27282106,,,2020-11-16 16:57:35.0,2020-11-19 09:48:44.0,2020-11-16 16:57:36.0,,,,,0,,0,,14087068,,,,Contract,1095672,2020-11-19 09:48:45.0,1,Other,0,,2020-11-16 16:57:00.0,1,,,,,1403411,1403411,,,2020-11-09,2020-11-23
29277924,,,,,12091086753344,5063290,12079168,,,2020-11-11 09:37:31.0,2020-11-19 10:01:47.0,2020-11-11 09:37:33.0,,,,,0,2020-11-13 15:00:00.0,1,America/New_York,14049365,,,,Right to Hire,1095672,2020-11-19 10:01:47.0,1,Other,0,,2020-11-11 09:36:00.0,1,,,,,1403411,1403411,,,2020-11-09,2020-11-23
29232545,,,,,9868859913425,2369151,15753508,,,2020-11-09 15:17:08.0,2020-11-19 10:20:30.0,2020-11-09 15:17:10.0,,,,,0,,0,,14039248,,,,Contract,1104736,2020-11-19 10:20:32.0,1,Skills Not Strong Enough,1,,2020-11-09 15:15:00.0,1,,,,,1395257,1460745,,,2020-11-09,2020-11-23
28984453,,,,,11959160364436,2369151,33067382,,,2020-10-09 12:56:30.0,2020-11-19 10:51:45.0,2020-10-09 12:56:31.0,,,,,0,,0,,13930593,,,,Contract,1104736,2020-11-19 10:51:46.0,1,Other,1,,2020-10-09 12:55:00.0,1,,,,,1403411,1403411,,,2020-11-09,2020-11-23
29231866,,,,,5535163032962,2198273,20854498,,,2020-11-09 14:33:11.0,2020-11-19 11:33:44.0,2020-11-09 14:33:13.0,,,,,0,2020-11-18 15:00:00.0,1,America/Chicago,14011464,,,,Contract,1095841,2020-11-19 11:33:46.0,1,Skills Not Strong Enough,0,,2020-11-09 14:32:00.0,1,,,,,1470277,1470277,,,2020-11-09,2020-11-23
29306197,,,,,9845657555198,2198273,25725531,,,2020-11-13 20:00:23.0,2020-11-19 12:01:45.0,2020-11-13 20:00:24.0,,,,,0,,0,,14040785,,,,Contract,1095841,2020-11-19 12:01:46.0,1,Skills not a match for applied position,1,,2020-11-13 19:59:00.0,1,,,,,1470052,1470052,,,2020-11-09,2020-11-23
29310926,,,,,5115701717678,2198273,25725531,,,2020-11-16 14:17:17.0,2020-11-19 12:16:56.0,2020-11-16 14:17:18.0,,,,,0,,0,,14040785,,,,Contract,1095841,2020-11-19 12:16:57.0,1,Not a local candidate,1,,2020-11-16 14:16:00.0,1,,,,,1470052,1470052,,,2020-11-09,2020-11-23
29280222,,,,,11235436652790,2198273,25725531,,,2020-11-11 12:40:47.0,2020-11-19 12:18:40.0,2020-11-11 12:40:48.0,,,,,0,,0,,14040785,,,,Contract,1095841,2020-11-19 12:18:09.0,1,Not a local candidate,1,,2020-11-11 12:40:00.0,1,,,,,1470052,1470052,,,2020-11-09,2020-11-23
29225043,,,,,1720342961296,7221378,26475655,,,2020-11-06 18:21:30.0,2020-11-19 12:45:30.0,2020-11-06 18:21:32.0,,,,,0,2020-11-17 13:00:00.0,1,America/Los_Angeles,14045313,,,,Contract,1095869,2020-11-19 12:45:31.0,1,Other,0,,2020-11-06 18:20:00.0,1,,,,,1095869,1169137,,,2020-11-09,2020-11-23
29248705,,,,,3221411340140,7221378,26475655,,,2020-11-10 19:22:16.0,2020-11-19 12:58:04.0,2020-11-10 19:22:18.0,,,,,0,,0,,14045313,,,,Contract,1095869,2020-11-19 12:58:06.0,1,Other,0,,2020-11-10 19:21:00.0,1,,,,,1095869,1169137,,,2020-11-09,2020-11-23
29279627,,,,,1140701185780,7221378,26475655,,,2020-11-11 11:55:54.0,2020-11-19 12:59:56.0,2020-11-11 11:55:55.0,,,,,0,,0,,14045313,,,,Contract,1095869,2020-11-19 12:59:57.0,1,Other,0,,2020-11-11 11:44:00.0,1,,,,,1095869,1169137,,,2020-11-09,2020-11-23
28815678,,,,,3999243736047,2198273,15552970,,,2020-09-18 20:21:44.0,2020-11-19 13:40:15.0,2020-09-18 20:21:45.0,,,,,0,,0,,13768835,,,,Contract,1095841,2020-11-19 13:40:17.0,1,Other,1,,2020-09-18 20:21:00.0,1,,,,,1455994,1455994,,,2020-11-09,2020-11-23
28612421,,,,,9775006962170,2198273,15552970,,,2020-08-25 13:30:01.0,2020-11-19 13:40:33.0,2020-08-25 13:30:02.0,,,,,0,,0,,13768835,,,,Contract,1095841,2020-11-19 13:40:35.0,1,Other,1,,2020-08-25 13:29:00.0,1,,,,,1455994,1455994,,,2020-11-09,2020-11-23
29308694,,,,,179915282986,2198273,15552970,,,2020-11-16 11:19:16.0,2020-11-19 14:33:19.0,2020-11-16 11:19:17.0,,,,,0,,0,,13755807,,,,Contract,1095841,2020-11-19 14:33:21.0,1,Client has prior knowledge,0,,2020-11-16 11:16:00.0,1,,,,,1455994,1455994,,,2020-11-09,2020-11-23
29281454,,,,,135517868340,2718906,31964251,,,2020-11-11 14:03:40.0,2020-11-19 15:04:54.0,2020-11-11 14:03:43.0,,,,,0,2020-11-23 18:00:00.0,1,America/Los_Angeles,14031231,,,,Contract,1095841,2020-11-19 15:04:56.0,1,Other,0,,2020-11-11 14:02:00.0,1,,,,,1456117,1456117,,,2020-11-09,2020-11-23
29093297,,,,,1290046170041,2718906,32028341,,,2020-10-22 14:17:35.0,2020-11-19 15:07:14.0,2020-10-22 14:17:37.0,,,,,0,,0,,13981381,,,,Contract,1095841,2020-11-19 15:07:16.0,1,Other,0,,2020-10-22 14:07:00.0,1,,,,,1456117,1456117,,,2020-11-09,2020-11-23
28542344,,,,,11933064625525,4754855,21560816,,,2020-08-17 10:23:48.0,2020-11-19 16:20:41.0,2020-08-17 10:23:49.0,,,,,0,2020-09-16 13:30:00.0,1,America/New_York,13747222,,,,Direct Placement,1452961,2020-11-19 16:20:44.0,1,Other,0,,2020-08-17 10:23:00.0,1,,,,,1403411,1403411,,,2020-11-09,2020-11-23
28543559,,,,,10470058329640,4754855,21560816,,,2020-08-17 12:00:24.0,2020-11-19 16:21:16.0,2020-08-17 12:00:26.0,,,,,0,2020-09-17 11:30:00.0,1,America/New_York,13747222,,,,Direct Placement,1452961,2020-11-19 16:21:19.0,1,Other,0,,2020-08-17 11:59:00.0,1,,,,,1403411,1403411,,,2020-11-09,2020-11-23
28546046,,,,,4396455359983,4754855,21560816,,,2020-08-17 14:56:35.0,2020-11-19 16:21:47.0,2020-08-17 14:56:36.0,,,,,0,2020-09-17 11:00:00.0,1,America/New_York,13747222,,,,Direct Placement,1452961,2020-11-19 16:21:50.0,1,Other,0,,2020-08-17 14:56:00.0,1,,,,,1403411,1403411,,,2020-11-09,2020-11-23
28588582,,,,,756907347185,4754855,21560816,,,2020-08-21 10:55:40.0,2020-11-19 16:22:53.0,2020-08-21 10:55:42.0,,,,,0,,0,,13747222,,,,Direct Placement,1452961,2020-11-19 16:22:55.0,1,Candidate off the market,0,,2020-08-21 10:53:00.0,1,,,,,1403411,1403411,,,2020-11-09,2020-11-23
29314766,,,,,1593224,2189341,28275189,,,2020-11-16 17:59:37.0,2020-11-19 17:10:48.0,2020-11-16 17:59:39.0,,,,,0,,0,,14090985,,,,Contract,1095869,2020-11-19 17:10:50.0,1,Other,0,,2020-11-16 17:58:00.0,1,,,,,1460631,1460631,,,2020-11-09,2020-11-23
29313878,,,,,7043738756728,2369151,31423690,,,2020-11-16 17:20:29.0,2020-11-19 18:15:19.0,2020-11-16 17:20:31.0,,,,,0,2020-11-18 17:00:00.0,1,America/New_York,14022460,,,,Direct Placement,1104736,2020-11-19 18:15:20.0,1,Other,0,,2020-11-16 17:19:00.0,1,,,,,1403411,1403411,,,2020-11-09,2020-11-23
29206582,,,,,8812995248116,2718906,31964251,,,2020-11-05 11:13:39.0,2020-11-19 22:23:42.0,2020-11-05 11:13:41.0,,,,,0,2020-11-17 15:00:00.0,1,America/Los_Angeles,14031231,,,,Contract,1095841,2020-11-19 22:23:43.0,1,Other,0,,2020-11-05 11:11:00.0,1,,,,,1456117,1456117,,,2020-11-09,2020-11-23
29166437,,,,,909589139772,6222862,31130605,,,2020-10-30 17:09:16.0,2020-11-20 09:26:54.0,2020-10-30 17:09:18.0,,,,,0,2020-11-02 11:15:00.0,1,America/New_York,13958784,,,,Contract,1468584,2020-11-20 09:26:54.0,1,Other,0,,,0,,,,,1108886,1108886,,,2020-11-09,2020-11-23
29222103,,,,,12180114085424,2488635,20456607,,,2020-11-06 16:04:16.0,2020-11-20 09:55:28.0,2020-11-10 17:08:52.0,,,,,0,2020-11-13 10:00:00.0,1,America/Chicago,13680599,,,,Direct Placement,1361364,2020-11-20 09:55:28.0,1,Skills Not Strong Enough,0,,2020-11-06 16:03:00.0,1,,,,,1380008,1380008,,,2020-11-09,2020-11-23
29308701,,,,,12180114085424,2488635,20456607,,,2020-11-16 11:19:55.0,2020-11-20 09:55:39.0,2020-11-16 11:19:57.0,,,,,0,2020-11-19 16:00:00.0,1,America/Chicago,13680599,,,,Direct Placement,1361364,2020-11-20 09:55:40.0,1,Skills Not Strong Enough,0,,,0,,,,,1380008,1380008,,,2020-11-09,2020-11-23
29304193,,,,,11967692177061,5479554,26792215,,,2020-11-13 16:38:49.0,2020-11-20 11:32:28.0,2020-11-13 16:38:50.0,,,,,0,2020-11-19 14:30:00.0,1,America/Chicago,14081105,,,,Direct Placement,1394817,2020-11-20 11:32:29.0,1,Skills Not Strong Enough,0,,2020-11-13 16:37:00.0,1,,,,,1394817,1445402,,,2020-11-09,2020-11-23
29346190,,,,,4453104159710,2190650,21283916,,,2020-11-19 14:57:58.0,2020-11-20 11:40:25.0,2020-11-19 14:58:00.0,,,,,0,,0,,14098301,,,,Contract,1394820,2020-11-20 11:40:26.0,1,Skills Not Strong Enough,0,,2020-11-19 14:57:00.0,1,,,,,1443218,1443218,,,2020-11-09,2020-11-23
29348042,,,,,3370375481929,2190650,21283916,,,2020-11-19 16:41:57.0,2020-11-20 11:41:19.0,2020-11-19 16:41:58.0,,,,,0,,0,,14098301,,,,Contract,1394820,2020-11-20 11:41:19.0,1,Other,0,,2020-11-19 16:41:00.0,1,,,,,1443218,1443218,,,2020-11-09,2020-11-23
29348190,,,,,200718140366,6802475,33049389,,,2020-11-19 16:50:05.0,2020-11-20 11:53:20.0,2020-11-19 16:50:06.0,,,,,0,,0,,14101466,,,,Direct Placement,1406154,2020-11-20 11:53:20.0,1,Skills not a match for applied position,0,,2020-11-19 16:49:00.0,1,,,,,1424008,1424008,,,2020-11-09,2020-11-23
29351015,,,,,11736155483113,2718906,31964251,,,2020-11-19 19:01:40.0,2020-11-20 12:03:02.0,2020-11-19 19:01:42.0,,,,,0,,0,,14031231,,,,Contract,1095841,2020-11-20 12:03:04.0,1,Other,0,,2020-11-19 19:01:00.0,1,,,,,1456117,1456117,,,2020-11-09,2020-11-23
29332905,,,,,5415283285723,2187879,17840797,,,2020-11-18 13:34:15.0,2020-11-20 12:14:53.0,2020-11-18 13:34:17.0,,,,,0,,0,,14029360,,,,Right to Hire,1416848,2020-11-20 12:14:54.0,1,Skills Not Strong Enough,0,,2020-11-18 13:33:00.0,1,,,,,1409440,1409440,,,2020-11-09,2020-11-23
29304279,,,,,12195229228840,2187879,17840797,,,2020-11-13 16:45:08.0,2020-11-20 12:15:09.0,2020-11-13 16:45:09.0,,,,,0,,0,,14029360,,,,Right to Hire,1416848,2020-11-20 12:15:10.0,1,Skills Not Strong Enough,0,,2020-11-13 16:41:00.0,1,,,,,1409440,1409440,,,2020-11-09,2020-11-23
29215244,,,,,12175032833764,2187879,17840797,,,2020-11-05 20:42:30.0,2020-11-20 12:15:27.0,2020-11-05 20:42:31.0,,,,,0,,0,,14029360,,,,Right to Hire,1416848,2020-11-20 12:15:29.0,1,Skills Not Strong Enough,0,,2020-11-05 20:41:00.0,1,,,,,1409440,1409440,,,2020-11-09,2020-11-23
29346419,,,,,7003519746152,2718906,31964251,,,2020-11-19 15:12:04.0,2020-11-20 12:16:40.0,2020-11-19 15:12:07.0,,,,,0,,0,,14031231,,,,Contract,1095841,2020-11-20 12:16:41.0,1,Other,0,,2020-11-19 15:11:00.0,1,,,,,1456117,1456117,,,2020-11-09,2020-11-23
29313588,,,,,3441020663539,2369151,15753508,,,2020-11-16 17:02:59.0,2020-11-20 12:32:47.0,2020-11-16 17:03:01.0,,,,,0,,0,,14059744,,,,Contract,1104736,2020-11-20 12:32:48.0,1,Position closed - No feedback on Candidate from Client,1,,2020-11-16 17:02:00.0,1,,,,,1395257,1422044,,,2020-11-09,2020-11-23
29355847,,,,,4634698929374,,,,,2020-11-20 13:17:17.0,2020-11-20 13:31:09.0,2020-11-20 13:17:19.0,,,,,0,,0,,14106078,,,,Contract,1394820,2020-11-20 13:31:11.0,1,Other,0,,2020-11-20 13:16:00.0,1,,,,,1456117,1456117,,,2020-11-09,2020-11-23
29331155,,,,,3179279392025,7924862,32989831,,,2020-11-18 11:37:52.0,2020-11-20 13:51:30.0,2020-11-18 11:37:54.0,,,,,0,2020-11-20 11:30:00.0,1,America/Chicago,14100662,,,,Direct Placement,1361364,2020-11-20 13:50:38.0,1,Skills Not Strong Enough,0,,2020-11-18 11:37:00.0,1,,,,,1361364,1440874,,,2020-11-09,2020-11-23
29345230,,,,,6511220297395,2369151,15753508,,,2020-11-19 13:56:17.0,2020-11-20 14:11:20.0,2020-11-19 13:56:19.0,,,,,0,,0,,14108662,,,,Contract,1104736,2020-11-20 14:11:22.0,1,Resume rejected with no feedback,1,,2020-11-19 13:55:00.0,1,,,,,1395257,1108886,,,2020-11-09,2020-11-23
29346076,,,,,9518901111489,2369151,26762544,,,2020-11-19 14:49:21.0,2020-11-20 14:13:06.0,2020-11-19 14:49:22.0,,,,,0,,0,,14108662,,,,Contract,1104736,2020-11-20 14:13:08.0,1,Resume rejected with no feedback,1,,2020-11-19 14:48:00.0,1,,,,,1395257,1108886,,,2020-11-09,2020-11-23
29348080,,,,,11527193439556,2369151,26762544,,,2020-11-19 16:44:11.0,2020-11-20 14:17:00.0,2020-11-19 16:44:12.0,,,,,0,,0,,14108672,,,,Contract,1104736,2020-11-20 14:17:02.0,1,Skills Not Strong Enough,1,,2020-11-19 16:43:00.0,1,,,,,1395257,1422044,,,2020-11-09,2020-11-23
29208114,,,,,2446861,6920465,26334719,,,2020-11-05 13:03:59.0,2020-11-20 14:23:32.0,2020-11-18 11:37:23.0,,,,,0,2020-11-19 16:00:00.0,1,America/Chicago,14028454,,,,Contract,1416294,2020-11-20 14:23:34.0,1,Skills Not Strong Enough,1,,2020-11-05 13:01:00.0,1,,,,,1416294,1440691,,,2020-11-09,2020-11-23
29185550,,,,,1414775493304,6920465,26334719,,,2020-11-03 13:29:03.0,2020-11-20 14:41:44.0,2020-11-03 13:29:05.0,,,,,0,,0,,14025650,,,,Contract,1416294,2020-11-20 14:41:46.0,1,Skills Not Strong Enough,1,,2020-11-03 13:27:00.0,1,,,,,1416294,1251538,,,2020-11-09,2020-11-23
29221208,,,,,11569765258856,6568194,18635119,,,2020-11-06 15:11:19.0,2020-11-20 14:45:12.0,2020-11-11 09:26:17.0,,,,,0,2020-11-16 11:30:00.0,1,America/New_York,14030629,,,,Contract,1104736,2020-11-20 14:45:14.0,1,Other,0,,2020-11-06 15:10:00.0,1,,,,,1445360,1445360,,,2020-11-09,2020-11-23
29245897,,,,,11565317744722,7738929,33153244,,,2020-11-10 17:04:38.0,2020-11-20 14:55:36.0,2020-11-10 17:04:40.0,,,,,0,,0,,14056555,,,,Direct Placement,1104736,2020-11-20 14:55:38.0,1,Candidate off the market,0,,2020-11-10 17:03:00.0,1,,,,,1445360,1445360,,,2020-11-09,2020-11-23
29149645,,,,,4182174277458,2192962,32693992,,,2020-10-29 11:23:21.0,2020-11-20 15:54:35.0,2020-10-29 11:23:22.0,,,,,0,,0,,13507187,,,,Contract,1096061,2020-11-20 15:54:35.0,1,Skills Not Strong Enough,0,,2020-10-29 11:23:00.0,1,,,,,1095632,1095632,,,2020-11-09,2020-11-23
29335474,,,,,2163822,2190650,21283916,,,2020-11-18 15:59:25.0,2020-11-20 16:58:52.0,2020-11-18 15:59:27.0,,,,,0,,0,,14098301,,,,Contract,1394820,2020-11-20 16:58:53.0,1,Other,0,,2020-11-18 15:58:00.0,1,,,,,1443218,1443218,,,2020-11-09,2020-11-23
29325515,,,,,540991343791,2190650,21283916,,,2020-11-17 17:43:46.0,2020-11-20 16:59:09.0,2020-11-17 17:43:47.0,,,,,0,,0,,14098301,,,,Contract,1394820,2020-11-20 16:59:09.0,1,Tenure,0,,2020-11-17 17:43:00.0,1,,,,,1443218,1443218,,,2020-11-09,2020-11-23
29357121,,,,,6430340530747,,,,,2020-11-20 14:40:30.0,2020-11-20 17:01:43.0,2020-11-20 14:40:32.0,,,,,0,,0,,14106078,,,,Contract,1394820,2020-11-20 17:01:44.0,1,Other,0,,2020-11-20 14:38:00.0,1,,,,,1456117,1456117,,,2020-11-09,2020-11-23
29357069,,,,,6870465712780,,,,,2020-11-20 14:36:41.0,2020-11-20 17:02:00.0,2020-11-20 14:36:42.0,,,,,0,,0,,14106078,,,,Contract,1394820,2020-11-20 17:02:00.0,1,Other,0,,2020-11-20 14:11:00.0,1,,,,,1456117,1456117,,,2020-11-09,2020-11-23
29306177,,,,,9821418426543,2198273,25725531,,,2020-11-13 19:52:32.0,2020-11-20 18:16:54.0,2020-11-13 19:52:33.0,,,,,0,,0,,14087331,,,,Contract,1095841,2020-11-20 18:16:55.0,1,Skills Not Strong Enough,0,,2020-11-13 19:50:00.0,1,,,,,1422281,1422281,,,2020-11-09,2020-11-23
29340028,,,,,7357760629456,2198273,20854498,,,2020-11-18 20:37:01.0,2020-11-20 18:49:33.0,2020-11-18 20:37:03.0,,,,,0,,0,,14011464,,,,Contract,1095841,2020-11-20 18:49:33.0,1,Not a local candidate,0,,2020-11-18 20:35:00.0,1,,,,,1409440,1409440,,,2020-11-09,2020-11-23
29347649,,,,,12232040656109,2198273,20854498,,,2020-11-19 16:18:01.0,2020-11-20 18:50:07.0,2020-11-19 16:18:03.0,,,,,0,,0,,14011464,,,,Contract,1095841,2020-11-20 18:50:08.0,1,Not a local candidate,0,,2020-11-19 16:16:00.0,1,,,,,1409440,1409440,,,2020-11-09,2020-11-23
29022620,,,,,110615377195,2198273,25725531,,,2020-10-14 16:37:41.0,2020-11-20 19:55:06.0,2020-10-14 16:37:42.0,,,,,0,,0,,13947049,,,,Contract,1095841,2020-11-20 19:55:07.0,1,Candidate off the market,1,,2020-10-14 16:37:00.0,1,,,,,1443218,1443218,,,2020-11-09,2020-11-23
29319282,,,,,5486480858036,2369151,15753508,,,2020-11-17 11:19:34.0,2020-11-23 07:07:07.0,2020-11-17 11:19:37.0,,,,,0,,0,,14095751,,,,Contract,1104736,2020-11-23 07:07:07.0,1,Skills Not Strong Enough,1,,2020-11-17 11:19:00.0,1,,,,,1395257,1403411,,,2020-11-09,2020-11-23
