ADDRESS1,ADDRESS2,CITY,COMPANYID,COMPANYNAME,COMPANYTYPE,COUNTRYID,DATECREATED,DATEUPDATED,DATEUSERFIELDUPDATED,DIVISIONID,EMAIL,FAX,INDUSTRY,PHONE,PRIMARYOWNER,SALES_PIPELINE,STATE,URL,USERID,ZIPCODE,api_fromDate,api_toDate
8500 SHOAL CREEK BLVD,STE 4-220,Palo Alto,7971562,Open Compute Project,,US,2020-11-19 12:11:29.0,2020-11-19 12:11:29.0,,0,,,,13039997398,,,TX,opencompute.org,0,78750,2020-11-19,2020-11-20
,,Houston,7971563,AppSharp LLC,,US,2020-11-19 12:11:33.0,2020-11-19 12:11:33.0,,0,,,,16098174277,,,TX,appsharp.com,0,,2020-11-19,2020-11-20
13785 Research Boulevard,,Austin,7971564,CodeLathe LLC,,US,2020-11-19 12:11:38.0,2020-11-19 12:11:38.0,,0,,,,118885716480,,,TX,codelathe.com,0,78750,2020-11-19,2020-11-20
10694 Jones Road,,Houston,7971565,The Broadleaf Group LLC,,US,2020-11-19 12:11:42.0,2020-11-19 12:11:42.0,,0,,,,8322957202,,,TX,broadleafgroup.com,0,77065,2020-11-19,2020-11-20
14019 Southwest Freeway,,Sugar Land,7971566,Captavi,,US,2020-11-19 12:11:46.0,2020-11-19 12:11:46.0,,0,,,,8322512727,,,TX,captavi.com,0,77478,2020-11-19,2020-11-20
110 E HOUSTON ST,7TH FL,San Antonio,7971567,Promoter.io,,US,2020-11-19 12:11:50.0,2020-11-19 12:11:50.0,,0,,,,8554355777,,,TX,promoter.io,0,78205,2020-11-19,2020-11-20
9111 Cypress Waters Boulevard,STE 285,Irving,7971568,MOURI Tech,,US,2020-11-19 12:11:59.0,2020-11-19 12:11:59.0,,0,,,,19727561500,,,TX,mouritech.com,0,75019,2020-11-19,2020-11-20
7015 Westchester Drive,,Dallas,7971569,Highland Park ISD,,US,2020-11-19 12:12:03.0,2020-11-19 12:12:03.0,,0,,,,8063352823,,,TX,hpisd.org,0,75205,2020-11-19,2020-11-20
5604B CREEK BTM,,Austin,7971570,Blink Identity,,US,2020-11-19 12:12:08.0,2020-11-19 12:12:08.0,,0,,,,15129570624,,,TX,blinkidentity.com,0,78731,2020-11-19,2020-11-20
701 BRAZOS ST,STE 660,Austin,7971571,ReviewPush,,US,2020-11-19 12:12:12.0,2020-11-19 12:12:12.0,,0,,,,2103631706,,,TX,reviewpush.com,0,78701,2020-11-19,2020-11-20
4925 Greenville Avenue,Suite 200,Dallas,7971572,nDivision Inc.,,US,2020-11-19 12:12:23.0,2020-11-19 12:12:23.0,,0,,,,12147856355,,,TX,ndivision.com,0,75206,2020-11-19,2020-11-20
,,,7971573,tigilinea.com,,,2020-11-19 12:12:31.0,2020-11-19 12:12:31.0,,0,,,,,,,,tigilinea.com,0,,2020-11-19,2020-11-20
16479 Dallas Parkway,STE 180,Dallas,7971574,iControlESI,,US,2020-11-19 12:12:36.0,2020-11-19 12:12:36.0,,0,,,,9722399200,,,TX,icontrolesi.com,0,75248,2020-11-19,2020-11-20
5910 Courtyard Drive,STE 100,Austin,7971575,360factors,,US,2020-11-19 12:12:40.0,2020-11-19 12:12:40.0,,0,,,,8663852341,,,TX,360factors.com,0,78731,2020-11-19,2020-11-20
2028 East Ben White Boulevard,,Austin,7971577,Communication Service for the Deaf,,US,2020-11-19 12:14:03.0,2020-11-19 12:14:03.0,,0,,,,16053675760,,,TX,csd.org,0,78741,2020-11-19,2020-11-20
PO BOX 1532,,Seaford,7971578,CreditShop LLC,,US,2020-11-19 12:14:07.0,2020-11-19 12:14:07.0,,0,,,,8003179240,,,TX,creditshop.com,0,18002,2020-11-19,2020-11-20
11824 Jollyville Rd,,Austin,7971580,ConnectTel,,US,2020-11-19 12:14:14.0,2020-11-19 12:14:14.0,,0,,,,15123381111,,,TX,connecttel.com,0,78759,2020-11-19,2020-11-20
1007 PO Box,,Hempstead,7971581,Hempstead ISD,,US,2020-11-19 12:14:21.0,2020-11-19 12:14:21.0,,0,,,,9798263304,,,TX,hempsteadisd.org,0,77445,2020-11-19,2020-11-20
16801 Addison Road,,Addison,7971582,ValuD Consulting,,US,2020-11-19 12:14:26.0,2020-11-19 12:14:26.0,,0,,,,8555883278,,,TX,valudconsulting.com,0,75001,2020-11-19,2020-11-20
14785 Preston Road,,Dallas,7971583,Safe Harbor Marinas,,US,2020-11-19 12:15:55.0,2020-11-19 12:15:55.0,,0,,,,9724881314,,,TX,shmarinas.com,0,75254,2020-11-19,2020-11-20
8702 Cross Park Dr,Suite 200,Austin,7971584,QuantumDigital Inc,,US,2020-11-19 12:15:59.0,2020-11-19 12:15:59.0,,0,,,,15128372300,,,TX,quantumdigital.com,0,78754,2020-11-19,2020-11-20
600 Congress Avenue,,Austin,7971585,Equipboard Inc.,,US,2020-11-19 12:16:09.0,2020-11-19 12:16:09.0,,0,,,,5127744327,,,TX,equipboard.com,0,78701,2020-11-19,2020-11-20
6200 Bridge Point Pkwy,,Austin,7971586,"iFLY Holdings, LLC",,US,2020-11-19 12:16:18.0,2020-11-19 12:16:18.0,,0,,,,8552634359,,,TX,iflyworld.com,0,78730,2020-11-19,2020-11-20
3102 Oak Lawn Avenue,,Dallas,7971587,rewardStyle,,US,2020-11-19 12:16:22.0,2020-11-19 12:16:22.0,,0,,,,19727078530,,,TX,rewardstyle.com,0,75219,2020-11-19,2020-11-20
6600 N Lamar Blvd,,Austin,7971588,Pushnami,,US,2020-11-19 12:16:32.0,2020-11-19 12:16:32.0,,0,,,,5126513212,,,TX,pushnami.com,0,78752,2020-11-19,2020-11-20
1000 S Ervay St,,Dallas,7971589,"Millet the Printer, Inc.",,US,2020-11-19 12:16:36.0,2020-11-19 12:16:36.0,,0,,,,12147413602,,,TX,millettheprinter.com,0,75201,2020-11-19,2020-11-20
1705 Guadalupe St,,Austin,7971590,NeighborFavor Inc,,,2020-11-19 12:16:40.0,2020-11-19 12:16:40.0,,0,,,,15127616037,,,TX,favordelivery.com,0,78701,2020-11-19,2020-11-20
7201 Bishop Rd,,Plano,7971591,vivifyhealth,,US,2020-11-19 12:16:44.0,2020-11-19 12:16:44.0,,0,,,,19724001360,,,TX,vivifyhealth.com,0,75024,2020-11-19,2020-11-20
210 West 7th Street,,Austin,7971592,UTIMCO,,US,2020-11-19 12:16:52.0,2020-11-19 12:16:52.0,,0,,,,15122251600,,,TX,utimco.org,0,78701,2020-11-19,2020-11-20
1020 North University Parks Drive,,Waco,7971593,nbly.com,,US,2020-11-19 12:17:04.0,2020-11-19 12:17:04.0,,0,,,,,,,TX,nbly.com,0,76707,2020-11-19,2020-11-20
7609 White Settlement Road,,White Settlement,7971594,Wellflex Energy Solutions,,US,2020-11-19 12:17:08.0,2020-11-19 12:17:08.0,,0,,,,8177305111,,,TX,wellflex.com,0,76108,2020-11-19,2020-11-20
10535 Farm to Market 1097,,Willis,7971595,"MobileInventor, Inc.",,US,2020-11-19 12:17:12.0,2020-11-19 12:17:12.0,,0,,,,18322208032,,,TX,mobileinventor.com,0,77318,2020-11-19,2020-11-20
,,,7971596,evoquedcs,,,2020-11-19 12:17:16.0,2020-11-19 12:17:16.0,,0,,,,,,,,evoquedcs.com,0,75039,2020-11-19,2020-11-20
311 North Market Street,STE 1200,Mountain View,7971597,Arcade,,US,2020-11-19 12:17:21.0,2020-11-19 12:17:21.0,,0,,,,18335364243,,,CA,workplacearcade.com,0,94041,2020-11-19,2020-11-20
401 Congress Avenue,STE 1540,Austin,7971598,Flux7,,US,2020-11-19 12:17:31.0,2020-11-19 12:17:31.0,,0,,,,8443589700,,,TX,flux7.com,0,78701,2020-11-19,2020-11-20
700 Central Expressway South,,Allen,7971599,"GIACT Systems, LLC",,US,2020-11-19 12:17:41.0,2020-11-19 12:17:41.0,,0,,,,2146440450,,,TX,giact.com,0,75013,2020-11-19,2020-11-20
1255 West 15th Street,,Plano,7971600,OnviSource Inc,,US,2020-11-19 12:17:46.0,2020-11-19 12:17:46.0,,0,,,,15802424636,,,TX,onvisource.com,0,75075,2020-11-19,2020-11-20
3755 South Capital of Texas Highway,STE 340,Austin,7971601,vyopta,,US,2020-11-19 12:20:26.0,2020-11-19 12:20:26.0,,0,,,,15128914200,,,TX,vyopta.com,0,78704,2020-11-19,2020-11-20
3930 DECKER DR,,Baytown,7971602,GOOSE CREEK CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,,US,2020-11-19 12:23:06.0,2020-11-19 12:23:06.0,,0,,,,2814204520,,,TX,gccisd.net,0,77520,2020-11-19,2020-11-20
1905A Kramer Ln,STE M,Austin,7971603,Apogee,,US,2020-11-19 12:23:16.0,2020-11-19 12:23:16.0,,0,,,,8774788858,,,TX,apogee.us,0,78758,2020-11-19,2020-11-20
9606 North Mopac Expressway,,Austin,7971604,Performance Tuning Corporation,,US,2020-11-19 12:23:22.0,2020-11-19 12:23:22.0,,0,,,,8008874513,,,TX,perftuning.com,0,78759,2020-11-19,2020-11-20
823 Congress Avenue,STE 178,Austin,7971606,Eventus Systems Inc,,US,2020-11-19 12:24:58.0,2020-11-19 12:24:58.0,,0,,,,18444383688,,,TX,eventussystems.com,0,78701,2020-11-19,2020-11-20
801 Main Street,,Beaumont,7971607,BEAUMONT TEXAS POLICE DEPARTMENT BENEFIT ASSOCIATION,,US,2020-11-19 12:25:02.0,2020-11-19 12:25:02.0,,0,,,,14099808311,,,TX,beaumonttexas.gov,0,77704,2020-11-19,2020-11-20
3925 West Braker Lane,,Austin,7971608,NUVE,,US,2020-11-19 12:25:06.0,2020-11-19 12:25:06.0,,0,,,,8009759413,,,TX,nuve.us,0,78759,2020-11-19,2020-11-20
300 Upper Pond Road,,Parsippany-Troy Hills,7971609,INTTRA,,US,2020-11-19 12:25:12.0,2020-11-19 12:25:12.0,,0,,,,19732635100,,,NJ,inttra.com,0,07054,2020-11-19,2020-11-20
15500 Wells Port Dr,,Austin,7971610,Hart InterCivic Inc.,,US,2020-11-19 12:25:16.0,2020-11-19 12:25:16.0,,0,,,,5122526400,,,TX,hartic.com,0,78728,2020-11-19,2020-11-20
2100 10th St,,Plano,7971611,"Kosse Partners I, LLC",,US,2020-11-19 12:25:22.0,2020-11-19 12:25:22.0,,0,,,,2144535600,,,TX,fortsol.com,0,75074,2020-11-19,2020-11-20
11402 FM 2244 Rd,,Austin,7971612,Securelink,,US,2020-11-19 12:25:31.0,2020-11-19 12:25:31.0,,0,,,,15126378700,,,TX,securelink.com,0,78738,2020-11-19,2020-11-20
6110 Clarkson Lane,,Houston,7971613,ERGOS,,US,2020-11-19 12:28:18.0,2020-11-19 12:28:18.0,,0,,,,7136219220,,,TX,ergos.com,0,77055,2020-11-19,2020-11-20
15851 Dallas Parkway,STE 250,Addison,7971617,AVIO Consulting,,US,2020-11-19 12:28:29.0,2020-11-19 12:28:29.0,,0,,,,9728148399,,,TX,avioconsulting.com,0,75001,2020-11-19,2020-11-20
8080 N Central Expy,,Distrito Federal,7971614,ADAM Human Capital Management,,MX,2020-11-19 12:28:22.0,2020-11-19 12:28:22.0,,0,,,,+1 214-891-7070,,,TX,adamhcm.com,0,11560,2020-11-19,2020-11-20
4900 TIMBERLINE DR,,Austin,7971616,"RackN, Inc.",,US,2020-11-19 12:28:25.0,2020-11-19 12:28:25.0,,0,,,,16505573227,,,NC,rackn.com,0,78746,2020-11-19,2020-11-20
2028 E Ben White Blvd,,Austin,7971618,Wickfire,,US,2020-11-19 12:28:33.0,2020-11-19 12:28:33.0,,0,,,,6467092736,,,TX,wickfire.com,0,78741,2020-11-19,2020-11-20
5850 Granite Parkway,STE 250,Plano,7971619,Legalinc,,US,2020-11-19 12:28:36.0,2020-11-19 12:28:36.0,,0,,,,8667575850,,,TX,legalinc.com,0,75033,2020-11-19,2020-11-20
225 E John Carpenter Fwy,,Irving,7971620,Cysiv,,US,2020-11-19 12:28:44.0,2020-11-19 12:28:44.0,,0,,,,18332299800,,,TX,cysiv.com,0,75062,2020-11-19,2020-11-20
8140 Walnut Hill Lane,STE 233,Dallas,7971621,Exceleron Software,,US,2020-11-19 12:28:47.0,2020-11-19 12:28:47.0,,0,,,,9728522711,,,TX,exceleron.com,0,75231,2020-11-19,2020-11-20
3320 CAMP BOWIE BLVD,,Fort Worth,7971623,WePlann,,US,2020-11-19 12:28:56.0,2020-11-19 12:28:56.0,,0,,,,4157499830,,,TX,weplann.com,0,32819,2020-11-19,2020-11-20
2951 E INTERSTATE 20,,Odessa,7971624,Saulsbury Industries Inc,,US,2020-11-19 12:29:01.0,2020-11-19 12:29:01.0,,0,,,,14327016147,,,TX,si-tx.com,0,79766,2020-11-19,2020-11-20
1750 N Collins Blvd,STE 100,Richardson,7971625,Alibre,,US,2020-11-19 12:29:05.0,2020-11-19 12:29:05.0,,0,,,,9726718492,,,TX,alibre.com,0,75082,2020-11-19,2020-11-20
17806 W Interstate 10,401 EAST HOUSTON STREET,San Antonio,7971626,Doppler LLC,,US,2020-11-19 12:29:10.0,2020-11-19 12:29:10.0,,0,,,,2108073552,,,TX,fromdoppler.com,0,78257,2020-11-19,2020-11-20
1319 Earl Campbell Parkway,,Tyler,7971627,Tyler ISD,,US,2020-11-19 12:29:14.0,2020-11-19 12:29:14.0,,0,,,,9032621000,,,TX,tylerisd.org,0,75701,2020-11-19,2020-11-20
901 South MoPac Expressway,,Austin,7971628,open lending,,US,2020-11-19 12:29:17.0,2020-11-19 12:29:17.0,,0,,,,15128920400,,,TX,openlending.com,0,78746,2020-11-19,2020-11-20
7164 Technology Drive,,Frisco,7971629,Federos,,US,2020-11-19 12:29:21.0,2020-11-19 12:29:21.0,,0,,,,18886378882,,,TX,federos.com,0,75033,2020-11-19,2020-11-20
1100 Nueces St,,Austin,7971632,"Green Source Energy, LLC",,US,2020-11-19 12:30:50.0,2020-11-19 12:30:50.0,,0,,,,17038919700,,,TX,gsenergy.com,0,78701,2020-11-19,2020-11-20
4100 Harry Hines Boulevard,,Dallas,7971633,K2View,,US,2020-11-19 12:30:58.0,2020-11-19 12:30:58.0,,0,,,,18554528439,,,TX,k2view.com,0,75219,2020-11-19,2020-11-20
325 North Saint Paul Street,STE 1100,Dallas,7971634,Platinum Intelligent Data Solutions,,US,2020-11-19 12:31:02.0,2020-11-19 12:31:02.0,,0,,,,2146511457,,,TX,platinumids.com,0,75226,2020-11-19,2020-11-20
3204 Valley Street,,Carrizo Springs,7971635,Rio Grande Electric Co. Inc.,,US,2020-11-19 12:31:13.0,2020-11-19 12:31:13.0,,0,,,,5058652824,,,TX,rgec.coop,0,78834,2020-11-19,2020-11-20
"PLOT NO. 204, BLOCK B, KAVURI HILLS, NEXT TO IGNOU, MADHAPUR",,Hyderabad,7971636,Ray Business Technologies Pvt Ltd,,IN,2020-11-19 12:31:17.0,2020-11-19 12:31:17.0,,0,,,,91 40 2311 8011,,,TS,raybiztech.com,0,500033,2020-11-19,2020-11-20
115 Wild Basin Road,,Austin,7971637,Cloud [8] Sixteen,,US,2020-11-19 12:31:21.0,2020-11-19 12:31:21.0,,0,,,,8002671704,,,TX,cloud816.com,0,78746,2020-11-19,2020-11-20
111 CONGRESS AVE,STE 400,Austin,7971640,Cloudwiry Inc,,US,2020-11-19 12:32:49.0,2020-11-19 12:32:49.0,,0,,,,15122284300,,,TX,cloudwiry.com,0,78702,2020-11-19,2020-11-20
4833 Spicewood Springs Road,STE 102,Austin,7971641,SmartTouch Interactive,,US,2020-11-19 12:32:56.0,2020-11-19 12:32:56.0,,0,,,,5123334008,,,TX,smarttouchinteractive.com,0,78759,2020-11-19,2020-11-20
400 Lafayette Street,STE 200,New Orleans,7971647,Doyle Land Services,,US,2020-11-19 12:37:07.0,2020-11-19 12:37:07.0,,0,,,,5048181118,,,LA,doyleland.com,0,70130,2020-11-19,2020-11-20
1135 W 6TH ST,STE 130,Austin,7971648,TabbedOut,,US,2020-11-19 12:37:15.0,2020-11-19 12:37:15.0,,0,,,,18666268045,,,TX,tabbedout.com,0,78703,2020-11-19,2020-11-20
7500 Rialto Boulevard,,Austin,7971649,HNI Healthcare,,US,2020-11-19 12:37:22.0,2020-11-19 12:37:22.0,,0,,,,5127303060,,,TX,hnihc.com,0,78735,2020-11-19,2020-11-20
2509 JANICE DR,,Austin,7971654,Applications for Life,,US,2020-11-19 12:40:09.0,2020-11-19 12:40:09.0,,0,,,,12149061840,,,MS,applications4life.com,0,78703,2020-11-19,2020-11-20
9841 Saber Power Ln,,Rosharon,7971655,Saber Power Services LLC,,US,2020-11-19 12:40:15.0,2020-11-19 12:40:15.0,,0,,,,7132229102,,,TX,saberpower.com,0,77583,2020-11-19,2020-11-20
2131 BARTON HILLS DR,,Austin,7971656,Popspots LLC,,US,2020-11-19 12:40:19.0,2020-11-19 12:40:19.0,,0,,,,18337677768,,,TX,getpopspots.com,0,78704,2020-11-19,2020-11-20
1501 South MoPac Expressway,,Austin,7971657,VORAGO Technologies Corp,,US,2020-11-19 12:40:23.0,2020-11-19 12:40:23.0,,0,,,,5126337992,,,TX,voragotech.com,0,78746,2020-11-19,2020-11-20
11525 Stonehollow Drive,STE 250,Austin,7971658,PureWrx Inc.,,US,2020-11-19 12:41:45.0,2020-11-19 12:41:45.0,,0,,,,15125381589,,,TX,purewrx.com,1406154,78744,2020-11-19,2020-11-20
5550 Granite Parkway,STE 100,Plano,7971659,Pegasus Technology Solutions,,US,2020-11-19 12:41:52.0,2020-11-19 12:41:52.0,,0,,,,19723324144,,,TX,pegasustechsolutions.com,0,75034,2020-11-19,2020-11-20
811 LANGFORD DR,STE 131-723,Arlington,7971660,AVERT NETWORK SERVICES,,US,2020-11-19 12:42:02.0,2020-11-19 12:42:02.0,,0,,,,8552837848,,,TX,avertnetworkservices.com,0,76018,2020-11-19,2020-11-20
1101 South Capital of Texas Highway,"Building B, Suite 100",Austin,7971661,Integritek,,US,2020-11-19 12:42:11.0,2020-11-19 12:42:11.0,,0,,,,8773042278,,,TX,iwsit.com,0,78746,2020-11-19,2020-11-20
110 East Houston Street,FL 7,San Antonio,7971662,Infocyte Inc,,US,2020-11-19 12:42:18.0,2020-11-19 12:42:18.0,,0,,,,15126850204,,,TX,infocyte.com,0,78205,2020-11-19,2020-11-20
623 Highland Colony Parkway,,Ridgeland,7971663,AIS PainCare,,US,2020-11-19 12:42:21.0,2020-11-19 12:42:21.0,,0,,,,8774434006,,,MS,aispaincare.com,0,39157,2020-11-19,2020-11-20
295 Madison Avenue,,New York,7971664,Questback,,US,2020-11-19 12:42:31.0,2020-11-19 12:42:31.0,,0,,,,19789752000,,,NY,questback.com,0,10017,2020-11-19,2020-11-20
8117 Preston Road,STE 1450,Dallas,7971665,Room Key,,US,2020-11-19 12:42:35.0,2020-11-19 12:42:35.0,,0,,,,2142193200,,,TX,roomkey.com,0,75219,2020-11-19,2020-11-20
990 Village Square Dr,,Tomball,7971666,Deep Imaging,,US,2020-11-19 12:42:39.0,2020-11-19 12:42:39.0,,0,,,,12812900492,,,TX,deepimaging.com,0,77375,2020-11-19,2020-11-20
500 South Taylor Street,"PO BOX 15568, STE 601",Amarillo,7971667,Friona Industries,,US,2020-11-19 12:42:43.0,2020-11-19 12:42:43.0,,0,,,,8063741811,,,TX,frionaindustries.com,0,79105,2020-11-19,2020-11-20
601 GREAT OAKS DR,STE B103,Austin,7971668,"InMotion Software, LLC",,US,2020-11-19 12:42:47.0,2020-11-19 12:42:47.0,,0,,,,18178968110,,,TX,inmotionsoftware.com,0,78759,2020-11-19,2020-11-20
1220 ROSECRANS ST,STE 302,San Diego,7971669,The Antara Group,,US,2020-11-19 12:42:51.0,2020-11-19 12:42:51.0,,0,,,,8584809921,,,CA,theantaragroup.com,0,92106,2020-11-19,2020-11-20
1700 Pacific Ave,Ste 2290,Dallas,7971670,Systemates,,US,2020-11-19 12:44:12.0,2020-11-19 12:44:12.0,,0,,,,2142174100,,,TX,systemates.com,0,75201,2020-11-19,2020-11-20
1717 Main St,,Dallas,7971671,Access Physicians,,US,2020-11-19 12:44:16.0,2020-11-19 12:44:16.0,,0,,,,9405979389,,,TX,accessphysicians.com,0,75201,2020-11-19,2020-11-20
5550 Granite Pkwy,,Plano,7971672,"Broadleaf Commerce, LLC",,US,2020-11-19 12:44:24.0,2020-11-19 12:44:24.0,,0,,,,8002827443,,,TX,broadleafcommerce.com,0,75024,2020-11-19,2020-11-20
,,,7971673,Swiftli App,,,2020-11-19 12:44:27.0,2020-11-19 12:44:27.0,,0,,,,,,,,swiftli.com,0,,2020-11-19,2020-11-20
5802 4th Street,,Lubbock,7971674,First United Bank,,US,2020-11-19 12:44:31.0,2020-11-19 12:44:31.0,,0,,,,8066474151,,,TX,firstunited.net,0,79416,2020-11-19,2020-11-20
15280 Addison Road,,Addison,7971675,Curantis Solutions,,US,2020-11-19 12:44:36.0,2020-11-19 12:44:36.0,,0,,,,8174755408,,,TX,curantissolutions.com,0,75001,2020-11-19,2020-11-20
2500 Bee Caves Rd,,Austin,7971676,Powerhouse Management Inc.,,US,2020-11-19 12:44:40.0,2020-11-19 12:44:40.0,,0,,,,15126849740,,,TX,phmgmt.com,0,78746,2020-11-19,2020-11-20
100 North Broadway Avenue,,Tyler,7971677,Smith County,,US,2020-11-19 12:44:47.0,2020-11-19 12:44:47.0,,0,,,,9035904701,,,TX,smith-county.com,0,75702,2020-11-19,2020-11-20
1235 North Loop West,STE 1200,Houston,7971678,DYONYX,,US,2020-11-19 12:44:51.0,2020-11-19 12:44:51.0,,0,,,,17138305900,,,TX,dyonyx.com,0,77040,2020-11-19,2020-11-20
5830 Granite Parkway,STE 1100,Plano,7971679,Nuvectra,,US,2020-11-19 12:44:58.0,2020-11-19 12:44:58.0,,0,,,,19726684107,,,TX,nuvectramed.com,0,75024,2020-11-19,2020-11-20
865 Easton Road,,Warrington,7971680,Sabre Systems,,US,2020-11-19 12:45:02.0,2020-11-19 12:45:02.0,,0,,,,12133471455,,,PA,sabresystems.com,0,18976,2020-11-19,2020-11-20
13791 HORIZON BLVD,#B9,Horizon City,7971681,TBX Benefits,,US,2020-11-19 12:45:06.0,2020-11-19 12:45:06.0,,0,,,,,,,TX,tbxbenefits.com,0,79928,2020-11-19,2020-11-20
2201 West Plano Parkway,STE 100,Plano,7971682,"Rug Doctor, LLC",,US,2020-11-19 12:45:10.0,2020-11-19 12:45:10.0,,0,,,,19726731400,,,TX,rugdoctor.com,0,75075,2020-11-19,2020-11-20
4505 Spicewood Springs Road,,Austin,7971683,BRINQA,,US,2020-11-19 12:45:14.0,2020-11-19 12:45:14.0,,0,,,,5123721004,,,TX,brinqa.com,0,78759,2020-11-19,2020-11-20
13750 San Pedro Ave,,San Antonio,7971684,SecureLogix Corporation,,US,2020-11-19 12:45:29.0,2020-11-19 12:45:29.0,,0,,,,12105461100,,,TX,securelogix.com,0,78232,2020-11-19,2020-11-20
131 E Old Settlers Blvd,,Round Rock,7971685,Toppan Photomasks,,US,2020-11-19 12:45:40.0,2020-11-19 12:45:40.0,,0,,,,15123106000,,,TX,photomask.com,0,78664,2020-11-19,2020-11-20
11149 Research Boulevard,,Austin,7971686,"GeoSpatial Innovations, Inc.",,US,2020-11-19 12:45:48.0,2020-11-19 12:45:48.0,,0,,,,5123492400,,,TX,gsiworks.com,0,78759,2020-11-19,2020-11-20
8226 Douglas Avenue,,Dallas,7971687,AlphaTrust Corporation,,US,2020-11-19 12:45:55.0,2020-11-19 12:45:55.0,,0,,,,2142349200,,,TX,alphatrust.com,0,75225,2020-11-19,2020-11-20
5151 Belt Line Road,,Dallas,7971688,"Aspire HR, Inc.",,US,2020-11-19 12:45:59.0,2020-11-19 12:45:59.0,,0,,,,12148800099,,,TX,aspirehr.com,0,75254,2020-11-19,2020-11-20
7850 N Belt Line Rd,,Irving,7971689,Targetbase Marketing Inc.,,US,2020-11-19 12:46:03.0,2020-11-19 12:46:03.0,,0,,,,9725063400,,,TX,targetbase.com,0,75063,2020-11-19,2020-11-20
11399 SOCORRO RD,,El Paso,7971690,SISD,,US,2020-11-19 12:46:07.0,2020-11-19 12:46:07.0,,0,,,,9159370000,,,TX,sisd.net,0,79928,2020-11-19,2020-11-20
2301 E Riverside Dr,"Building 2, Suite 225",Austin,7971691,Vertify Inc,,US,2020-11-19 12:46:11.0,2020-11-19 12:46:11.0,,0,,,,15126901845,,,TX,vertify.com,0,78704,2020-11-19,2020-11-20
3030 Lyndon B Johnson Freeway,Suite 1380,Dallas,7971692,POINTE SMART LLC,,US,2020-11-19 12:46:15.0,2020-11-19 12:46:15.0,,0,,,,2142959568,,,TX,pointesmart.com,0,75234,2020-11-19,2020-11-20
1918 Leander Road,,Georgetown,7971693,MediMobile,,US,2020-11-19 12:46:19.0,2020-11-19 12:46:19.0,,0,,,,5122751810,,,TX,medimobile.com,0,78628,2020-11-19,2020-11-20
13355 Noel Road,,Dallas,7971694,"Wilson Perumal & Company, Inc.",,US,2020-11-19 12:46:23.0,2020-11-19 12:46:23.0,,0,,,,2144357506,,,TX,wilsonperumal.com,0,75240,2020-11-19,2020-11-20
119 West Tyler Street,,Longview,7971695,NetworkIP,,US,2020-11-19 12:46:30.0,2020-11-19 12:46:30.0,,0,,,,9033234900,,,TX,networkip.net,0,75601,2020-11-19,2020-11-20
2800 Post Oak Boulevard,STE J,Houston,7971696,Vivante Health,,US,2020-11-19 12:46:34.0,2020-11-19 12:46:34.0,,0,,,,8325484526,,,TX,vivantehealth.com,0,77021,2020-11-19,2020-11-20
8111 Lyndon B Johnson Fwy,,Dallas,7971697,Appsian,,US,2020-11-19 12:46:38.0,2020-11-19 12:46:38.0,,0,,,,4699062100,,,TX,appsian.com,0,75251,2020-11-19,2020-11-20
12007 Research Blvd,,Austin,7971698,Hayes Software,,US,2020-11-19 12:46:42.0,2020-11-19 12:46:42.0,,0,,,,5122197610,,,TX,hayessoft.com,0,78759,2020-11-19,2020-11-20
3400 Waterview Parkway,,Richardson,7971699,"HBS Systems, Inc.",,US,2020-11-19 12:46:46.0,2020-11-19 12:46:46.0,,0,,,,9722344444,,,TX,hbssystems.com,0,75080,2020-11-19,2020-11-20
1201 Louisiana Street,,Houston,7971700,"FlexSteel Pipeline Technologies, Inc.",,US,2020-11-19 12:46:50.0,2020-11-19 12:46:50.0,,0,,,,18325318526,,,TX,flexsteelpipe.com,1446533,77002,2020-11-19,2020-11-20
15182 Marsh Lane,,Addison,7971701,Stealth Monitoring,,US,2020-11-19 12:46:56.0,2020-11-19 12:46:56.0,,0,,,,12143410123,,,TX,stealthmonitoring.com,0,75001,2020-11-19,2020-11-20
1344 South Flores Street,,San Antonio,7971702,Thomason Technologies,,US,2020-11-19 12:47:00.0,2020-11-19 12:47:00.0,,0,,,,2106942797,,,TX,thomasontech.com,0,78204,2020-11-19,2020-11-20
2524 NE LOOP 820,,Fort Worth,7971703,Cheaper Than Dirt,,US,2020-11-19 12:47:14.0,2020-11-19 12:47:14.0,,0,,,,18173785119,,,TX,cheaperthandirt.com,0,76106,2020-11-19,2020-11-20
6F,"New Ohtemachi Bldg., 2-2-1, Ote-machi",Yokohama-Shi,7971704,JGC Corporation,,JP,2020-11-19 12:47:21.0,2020-11-19 12:47:21.0,,0,,,,+81 456821111,,,AZ,jgc.com,0,220-6001,2020-11-19,2020-11-20
350 Barnes Drive,,San Marcos,7971711,teleNetwork,,US,2020-11-19 12:51:47.0,2020-11-19 12:51:47.0,,0,,,,15125587508,,,TX,telenetwork.com,0,78666,2020-11-19,2020-11-20
"F-451, Sector 63,",,Houston,7971707,CEBS,,IN,2020-11-19 12:51:26.0,2020-11-19 12:51:26.0,,0,,,,,,,TX,cebsworldwide.com,0,201301,2020-11-19,2020-11-20
